Signature,CreatorWallet,LaunchTimestamp,InitialLiquidity,Buyers10s,Buyers30s,Buyers5m,MaxPriceAchievedPct,TimeAtMaxPriceSec,TradeResult,Profit_SOL,RunningTotal_SOL
22Hr8jaE8cpHcsp3Ci1svuR5effA62TmkCqfzTiR3kqGuxFo8zZ8wyrjSU6jaJVSsKDHU4utkDJ7TD9gTD4Xx2RV,[object Object],2025-05-20T13:05:15.000Z,54,0,2,20,402,127,Skipped,0,0.95
xTGfRjXrSZLrfcot6St2uC74Zq4kHor4JWiJcgsjGw7cZMM5KrPRf6KKJAw13zruvNXhbwhzH5ycontKofrSiPH,[object Object],2025-05-20T13:05:14.000Z,56,9,10,54,136,50,Partial Exit (Win),0.05,1
4GJightuhX4vA1impBSTuSqoYqWegmtixg8BywTn8FJfxsofRuNgtu51C252ZmEfor9PnGsghZx1NCuGcDT2qxTW,[object Object],2025-05-20T13:05:14.000Z,32,5,24,19,210,79,Moonshot (Win),0.2,1.2
3m1VESQcvJJbgTj3toMk6JctDhAPT2ez73eM8LCN6bcfHYJdqYdYcGbvS9LFXwxhSV1musx5vicH3jS5ghJ9jv2m,[object Object],2025-05-20T13:05:14.000Z,63,0,9,93,488,207,Skipped,0,1.2
47paKJUjBpvf4ofRZ6AjZpKJ5rJh37fLaD9nh7pnTBS9ZhFBr3AZgAr2mbv7jo3WAt92nwdHa3Tggwr5TK8FueJT,[object Object],2025-05-20T13:05:14.000Z,54,3,8,79,277,128,Skipped,0,1.2
KVSoph87tDWV7YBmzA547dmwLwQMjWYqVnBF57FXyrLJEhysRkUGCBTi3JhdJbY5dGnh5rsXxr3ArobETyS2ehG,[object Object],2025-05-20T13:05:14.000Z,85,4,8,24,311,193,Skipped,0,1.2
4tto7YY2AtaZc25NNkiP7tMiKjPDtMm2wx2HHUL1Ps4mwkeh6n43vKkibBryAs6YS5jeJKENXv4uGME7ZBNr8xxD,[object Object],2025-05-20T13:05:14.000Z,33,9,4,84,219,47,Partial Exit (Win),0.05,1.25
5kWPuxrZ7MWqDdnYErz4tZqPCqFi9r2TANqhayzoVVhV95jy3s6wmmyGx5RLf9ppWf85pQJcjXZBYSSQb8Tt5Pr8,[object Object],2025-05-20T13:05:14.000Z,49,6,6,41,406,266,Partial Exit (Win),0.05,1.3
3WzZETXZYpnoWc2tzNYQN6Hu6NiE3jPbRixf3XcjTHVxpUgRCxEfGKuKAc1RZqGQRJ2UKa5sFeArtzRE1vwsxTjc,[object Object],2025-05-20T13:05:14.000Z,62,7,7,65,74,226,Partial Exit (Win),0.05,1.35
5KKuhCagfcc51TbCVPRYqwq45fZyEUj4p6rZx4xbX2WUJAWiGdDJAXupERGk6Rx6ikaGZzrAsP4Seoz4ZZ4qqzjT,[object Object],2025-05-20T13:05:14.000Z,21,9,4,4,120,27,Partial Exit (Win),0.05,1.4000000000000001
2sVEadReUsBJcBo6KvH425xWp47iZbTLUFAmFjKj5DZWh6xzJL7QUsQAcJJ46mvrk5ZB7iyXdjC3M1nwW9zTRvzc,[object Object],2025-05-20T13:05:14.000Z,5,8,15,97,318,269,Moonshot (Win),0.2,1.6
VgKsjxsTCRX3W8GVC758mk3kT4CYdypyJqeooJEgmwj4AZYr6v6nmb4Xo8kbdQ2pNryddQ3bYDbwJKkWZ1cabe7,[object Object],2025-05-20T13:05:14.000Z,49,5,20,72,194,33,Partial Exit (Win),0.05,1.6500000000000001
4ZxARcRwcmqF26QuyD5vyYAWuZcbQkUNmFKXsNdD4FrvKsLrGAVz5g1wWrLumnCHDk11MxXAwHW6rr6MBJmoBT6L,[object Object],2025-05-20T13:05:14.000Z,13,8,9,44,261,67,Partial Exit (Win),0.05,1.7000000000000002
52ninzyXTwAtF852SozY3F3eFcpx7dq5bRXSo3w7uuzP237Gjtyw2ftmWXGeJa2BGRztDuDV7sejSoJvcmZyx87R,[object Object],2025-05-20T13:05:14.000Z,69,3,9,46,297,20,Skipped,0,1.7000000000000002
Tx9VEx4uo7YopepmHaCZeoTinP8AFF786P6uLika96ujPp2fKr2UCxPCJ1zZhRhkbXtQtDGiaGUB7n5veEm2Hgn,[object Object],2025-05-20T13:05:14.000Z,12,1,18,83,436,238,Skipped,0,1.7000000000000002
3DM7yincegKqq7wRF7GJ3DacQgGHBJ4jye2i4vYb6aGGdJ41wMexKDgu7XMLUXtEDpShr9TtRVjytBUaEGWM7KXY,[object Object],2025-05-20T13:05:13.000Z,38,2,4,61,109,280,Skipped,0,1.7000000000000002
5JZcQE2X84dCg9Mvc67p48bGCqbCS5KsjrYtcRQYQjFFwLstNs61mrNVtQC3vJ8g2o6hNNavZzfpPtnmeYb4xJnj,[object Object],2025-05-20T13:05:13.000Z,1,8,2,4,366,228,Partial Exit (Win),0.05,1.7500000000000002
rnwXtCe1eg4QnsbPwhmbLDVKZZ1FpDQDnSpfK1sfuqFLfQ4kBo8siiHA8KSDm6tXdhCMf65Cnr9bef7LrorwE1q,[object Object],2025-05-20T13:05:13.000Z,84,9,3,76,109,19,Partial Exit (Win),0.05,1.8000000000000003
3yELcVUWDsofu9fSWATwxdAxwWeYaGWXsxmZ9S5MJwBAZzQqPf1L5YKv5pwCsagLKaTf2LC6LYmFu5C76zNVokd5,[object Object],2025-05-20T13:05:13.000Z,72,6,1,18,262,29,Partial Exit (Win),0.05,1.8500000000000003
3NyTaJwbcHSK8u25gMRVHLrFipd7NjyArYYshEhYPuZGiyMxZrM7kZgNyAMrnZZfpisCvLeq2Pw4MCJ4JjYbVNd5,[object Object],2025-05-20T13:05:13.000Z,70,8,22,14,348,190,Moonshot (Win),0.2,2.0500000000000003
25S71PwxZpzA3xuyf7WucP8G9eJd8XyXgrA2FVbbDUJRdhQk2XLkcGuBE8PFYc3eNgo9qntw61kY2d7nN2k6rmwC,[object Object],2025-05-20T13:05:13.000Z,31,9,16,24,220,5,Moonshot (Win),0.2,2.2500000000000004
5yua3H3a1QHapjHS6V84D4tHjuoey6YG43MtS9P3EJmCa9RVQ2gMkPnz5EysWPPyVrh1WoEVsm8JWCzaQaKsnn7r,[object Object],2025-05-20T13:05:13.000Z,72,8,29,39,159,281,Partial Exit (Win),0.05,2.3000000000000003
57V72kGXmh26NaCK9tdSypPfceENF3i6jHvyBxKMVdM3JkEHE911mwbUdvrtTjSf33UNB186qFvPTFV9JiqMEgM2,[object Object],2025-05-20T13:05:13.000Z,74,3,17,29,327,262,Skipped,0,2.3000000000000003
2HQ7hE7ydReRky8X4LA7N8ADKoxWADgq6DLLpFWWEyRQYJ6GUdZd6iQ3DmYz7eRD5V1n69DohQeVcSWuySQc6dQm,[object Object],2025-05-20T13:05:13.000Z,7,8,24,92,244,103,Moonshot (Win),0.2,2.5000000000000004
5jo1zvJ4e94cPKEqdz1Mwiuj75Pkh8w4RFtS7Z8DTVpLBk5zFsHimGbwdDV8GAnxkhQC7DoYecbTzANfEVv36d7F,[object Object],2025-05-20T13:05:13.000Z,71,7,27,94,198,88,Partial Exit (Win),0.05,2.5500000000000003
paG1FWT5sPRWZSf2NJu2mk6pcPNCzGN1Fa1DHVKsUuq7ELdjr3F9ZfGeox7Rjq3gquTDVmCLxrQj9NjtA8b5JHh,[object Object],2025-05-20T13:05:13.000Z,13,8,5,0,97,168,Partial Exit (Win),0.05,2.6
je67tqLuC7BgbZYP9W1hfKj5RkftAPm4Xs1VHvcbcKNnz268yF4sUQpK3YKfHtwg8BBe98v9s7ZBZn9n6ZgPTHg,[object Object],2025-05-20T13:05:13.000Z,21,9,16,50,223,87,Moonshot (Win),0.2,2.8000000000000003
3ouFXhhm4D3CZicunNC83C3LzWNdfjy2FmYbbGb4fCyasQVq9qJcVTjUvLcBc9FgnPYofprAPhyyqY46jXTir4WR,[object Object],2025-05-20T13:05:13.000Z,86,4,9,59,277,197,Skipped,0,2.8000000000000003
2PkacDtdNN15VtQJmHnWeLrFgJw6Q1hSBaqJGjuVvUgw7sGBLhSUvubQQzcsgnkrGU3GmgFbpWR5FjhYEZd2AJAV,[object Object],2025-05-20T13:05:13.000Z,43,7,11,71,20,230,Partial Exit (Win),0.05,2.85
3DmG7guXZzbKb7JqhoV18phuFwjvZ8fgKiLrUDVmim2xaF2ER6Vgdgi7Kv9f38a4rDVcimrPWTABnQPGs2SYqodR,[object Object],2025-05-20T13:05:13.000Z,23,4,7,71,40,2,Skipped,0,2.85
WbP15Lh5WeZCPz61SgaFz1CuY1WYB1tDKxMZGkcxkS6P73rYTLpz2ni5PHrad1wiAr2ooZAe2pJYyMwDE8W14d8,[object Object],2025-05-20T13:05:13.000Z,77,6,26,94,250,55,Moonshot (Win),0.2,3.0500000000000003
ZDJyDNt1Bjt8QQ9AiWQwPMvqDVMLBgePuWdcdjumCUGQvpQCXd8PT89bCVAHjrKw1kVxawdbxQZ41PZknggZ78G,[object Object],2025-05-20T13:05:13.000Z,59,3,5,20,51,286,Skipped,0,3.0500000000000003
4w6URBs1PPHeNf4f7udY6so9Kfq9p9y6TqwUP9GogFePr6NUfw46Q7gaQYDefjQbQhg9jxB1Jx4Daot39p7m6qdM,[object Object],2025-05-20T13:05:13.000Z,61,8,13,57,436,274,Moonshot (Win),0.2,3.2500000000000004
YbPC8VSa1FPZheJdEYDozpV9tyHzpNJtshpqZtndJbzGUuqNi784VJmzJ3DE3En4c1RtpHd7urUoB6KWNXU7yTg,[object Object],2025-05-20T13:05:13.000Z,5,1,5,50,42,136,Skipped,0,3.2500000000000004
3PvWZqDMok9hrtSrBcGMLwHXEotbVQTA91hZEipZLBpDzdjw4RMqZZahVMrip4yBixUAyXXbXCzBEUNUoUpAYbtr,[object Object],2025-05-20T13:05:13.000Z,56,0,7,49,80,165,Skipped,0,3.2500000000000004
5w6JAbGVgZdnBEsC3HBu1RkN4QN8pXSu2xFBQsMxwfq74Ug82Ra7uJkkKwf4jUuRyXQx8dBHzrYmxTApF1bVe7Zf,[object Object],2025-05-20T13:05:13.000Z,67,4,26,30,405,45,Skipped,0,3.2500000000000004
t8cXHa8BE2ev5KSxpf2pGU1nUwNgNsXVoNB32oFZa2KPckFDKXGpRYc8A6buk9oueYfsUnE9VkLbef8HNFG8muE,[object Object],2025-05-20T13:05:13.000Z,78,4,0,1,168,152,Skipped,0,3.2500000000000004
4ETMHCU1KcCXWies3Q78xmt2YMDxB5eX1Mw5wCCJAyUQAAMTrq4aps55JWJCR79222TXGq1AtwDYCDmYzDpiiTRM,[object Object],2025-05-20T13:05:13.000Z,33,7,14,70,362,195,Moonshot (Win),0.2,3.4500000000000006
2HjdWXs3HYKRqcoz4foAEgG4CYrsdm3bKTy9PByxwPTSspf4QZzr1n5yfQNT5ck7AyWXDmDdfpUrJL1Q2u314rXc,[object Object],2025-05-20T13:05:13.000Z,78,1,29,40,377,87,Skipped,0,3.4500000000000006
5RLWXAoSbL5Cc9wnyYYHVvZJBu2VUam6Zk2nYmWSboCEnVGCgq1Ju3DMm4CQqPcHrh1peEnFvGkeEDzNko4LXMLf,[object Object],2025-05-20T13:05:13.000Z,38,8,15,55,136,64,Partial Exit (Win),0.05,3.5000000000000004
azU7i1TcEfhw4BBE4cAuiu7n7M787ziwsTNPNsn5MSFbbWAvi8dEpTaamXzTtWddJkJBAwXf42PMSsPSPrnUTtd,[object Object],2025-05-20T13:05:13.000Z,91,0,26,71,253,280,Skipped,0,3.5000000000000004
y2riFDEA2VnHAG1yNyrXoyfm48WgZcdw5tNW96pC51TjTwVWAQTMV9wBzRbtjtoWbRv1avpTFVoekM5NQHPVfCo,[object Object],2025-05-20T13:05:13.000Z,10,0,6,89,476,283,Skipped,0,3.5000000000000004
MJ2sk2QdpKLxJzTuBBgQgEpdFUqYEqh8WhxF3eU2XdGLujTQBHy6qgjvBVzJ4cx6Wwf8pcaavjsPCSNFtbMUKmC,[object Object],2025-05-20T13:05:13.000Z,83,7,26,10,253,69,Moonshot (Win),0.2,3.7000000000000006
5sBhVnC1mHiJu1u55wXJnCqCQv8WGJLHS16YWRAdeuhab5u7k23CwLjqDYA4HPgAgsXA6sCspdyVDv3HDYaeuLjD,[object Object],2025-05-20T13:05:13.000Z,16,2,24,74,280,95,Skipped,0,3.7000000000000006
3drcFDtuSgh9cNNvX2UCqmqFKX8ghhUBXra7vuvpzFku8bLbKJbt9kg9ycUtFvvuAYkKT9u4FL15uofu5KUqY33K,[object Object],2025-05-20T13:05:13.000Z,73,8,2,94,432,125,Partial Exit (Win),0.05,3.7500000000000004
3c6PgXv9g5Du6sNp61tFNjVrjGoqLeDbYpemg3Z41xatzWbVNRrEgfjr2agghSSoZtaSUbN9QbRMvawbT2N1xzEW,[object Object],2025-05-20T13:05:13.000Z,20,2,1,45,227,88,Skipped,0,3.7500000000000004
4ATUgbz6WXgUFWKrVp9ycVuCLxF9tncry2LziTcXQqwV6YTRkufLkqfnYBDkTps3Yb8ZuPthc7jedp9BXYeQr5sg,[object Object],2025-05-20T13:05:13.000Z,12,0,0,49,34,240,Skipped,0,3.7500000000000004
5xdLMKmC58Xb4VUrjYfaKzDzjhxxThTjB8RmXMJxBrkYhne4BF94EswEAMrT16X2PyZohS2hmLDZJshJ8SFThgF1,[object Object],2025-05-20T13:05:13.000Z,49,2,3,6,314,17,Skipped,0,3.7500000000000004
3vrgVypM6nwVy91scvjn3og1upEJG9dzpJRVFi4B7p1RmRy8n2KzT5nvQdJ7HGx2cjNFtdeYiTJnajVQXteFtLRt,[object Object],2025-05-20T13:05:13.000Z,61,8,27,19,59,295,Partial Exit (Win),0.05,3.8000000000000003
5cGb9AcYt2n5T5yox5FhrR8c47qGMfCiCmEsfzZdnw3hFhY1oDQqwXucZDSVrgfzCoXuHvYHiN8VrnACnip7BGJ8,[object Object],2025-05-20T13:05:13.000Z,61,3,3,43,46,210,Skipped,0,3.8000000000000003
4TQEMGmNaym5T47TSoG4MLPhZnQWUkuq8vNiJjs9mVwgsNTFAZsiMgsU1fxLrrpBJH9woZW4ZFQ7vc7w3UPwDWAm,[object Object],2025-05-20T13:05:13.000Z,46,1,4,25,44,176,Skipped,0,3.8000000000000003
5uy7aM8BRvPWkGwggrBJFp8GubBha9E4fEbUaKU1GVSR41Q4bit1es1sh591Gt4Cyw1XBcs1mvs1BMvs8mTyY4iz,[object Object],2025-05-20T13:05:13.000Z,58,2,2,68,102,20,Skipped,0,3.8000000000000003
41TxSZdjFNmFHQcuvZ4qeTFtmksXwBCqhMJEgRusXu3FHJhxJqQwVD8jRAcJuhM5u47BVHLLsgBNkB52vmy5wZ6r,[object Object],2025-05-20T13:05:13.000Z,57,8,15,21,440,222,Moonshot (Win),0.2,4
GtkyVqS6BZEu7zeYq9dUQt7zevXjJKzqGEYqstbeYAx3g6r1wLbf7p4KRhkCaJ9vrBbSSuuhaLrEP2QnWY4KbAR,[object Object],2025-05-20T13:05:13.000Z,60,6,26,59,156,20,Partial Exit (Win),0.05,4.05
636Mu8TCRpUYDmwywg92Zr1Mm9VBYHGrHfhCFbuJ1tK7Xv8jdWdQEcD5iTiFaW6UwS9724hTjEsrvztRdSL7rm8Q,[object Object],2025-05-20T13:05:12.000Z,28,2,14,87,448,213,Skipped,0,4.05
3abs4pdLLfQm7KJ5V4fr9HUs5s3qr2fjbgfmM2XXf8oa8FWVXaYXGYhZAiiztJ5WPPjoKj5BL2PeBUWKobUcg6ap,[object Object],2025-05-20T13:05:12.000Z,96,3,1,89,380,13,Skipped,0,4.05
4NYv1J98X6TqZQp4ymTik6YXk1ct24c5LkuyhnhwM1YocAvPWwNgGWfnxkKPXsmybN9QHEwWZwkkLG45yuqhGxVU,[object Object],2025-05-20T13:05:12.000Z,16,1,11,97,318,230,Skipped,0,4.05
vup2i9qn7tdj3gVCVRX62dvXMQ8Q2RWpABz9c4zUQjf1jW69yLNFKo3zmXPcJ48mevA5xr5edhm4EYUytxrd9mg,[object Object],2025-05-20T13:05:12.000Z,88,5,9,19,289,241,Partial Exit (Win),0.05,4.1
EVV6V2w7GTAbxxdrDbAV3woQcV1wbVD6ZYPkacB6iJBU8xg33ApDeQh3muKKfbGjzkRbuNesZ5kKxx28zFTas4B,[object Object],2025-05-20T13:05:12.000Z,58,4,4,67,97,97,Skipped,0,4.1
3sMP3T6TJxpsY1WadQrDM5dLLdHttCBR3m2dJ1GCYHDtQqf9HfE72FUx2DiGpR1UMRMdDGVHUP3QZAFCj5oAS6mX,[object Object],2025-05-20T13:05:11.000Z,71,9,9,45,170,244,Partial Exit (Win),0.05,4.1499999999999995
NqrbcYcoRARawhxQ9gh3vkMEoYa89xK1rBGnozqb9LzYUjuEfn1nEtYre8A53GpvsxDe4jj3NAQgSFCk8f5bSDx,[object Object],2025-05-20T13:05:11.000Z,82,3,26,20,223,130,Skipped,0,4.1499999999999995
3HmPJ5t2kwTiKmhBBzPMrRxmbmvJ6ZrDp9xDyfQvk86c6uPp7FGArf5shm9hRHhZVvAJyvQLpAqnQDTUoCZAZF4L,[object Object],2025-05-20T13:05:11.000Z,10,3,26,85,23,71,Skipped,0,4.1499999999999995
4q6xRhZUv2NoHjrf3BvyzT6bPfBXbDHEJmz1MHKf3UvfTR6p557tiBx5Z5sEQUNeFh6t9uxeceLd53vQDsr1UPor,[object Object],2025-05-20T13:05:11.000Z,91,7,10,77,123,84,Partial Exit (Win),0.05,4.199999999999999
51bgLVoG7zhnmh3Jfw3hsQj6pWvYqYtzgXUsNnx9U4mZVuUfbvkKXzsmTA5Hnnm5XFpFWvWVK5A9yoEn24a82Uu1,[object Object],2025-05-20T13:05:11.000Z,27,3,26,22,129,13,Skipped,0,4.199999999999999
4nFvUpy4sAVKu32Drqco9cP4wJNZnhJThhXLntVQoD3rLQW896EW5ydYsA7m5cRHr8fkK8DfbcwKFMHW25jhVVBx,[object Object],2025-05-20T13:05:11.000Z,67,2,18,33,207,291,Skipped,0,4.199999999999999
5xrK76ax39KBX3WL5RZNG6DYP5uvBucyQDRxFfh1yZs7Z2tZMfSmAn6Yd7oE6Q9WEHb6sYF5kYhcE85cCWJVAdx1,[object Object],2025-05-20T13:05:11.000Z,3,8,5,3,332,172,Partial Exit (Win),0.05,4.249999999999999
EWYMbqFQeKYWJtoMjJHpo1C96QMFutyCYtF2dTP1CYnx666CAHQ1BxEgRN2mDuWpU3Tp2KLqKsQYGjbkND1szzH,[object Object],2025-05-20T13:05:11.000Z,62,4,25,15,200,170,Skipped,0,4.249999999999999
tXGVWwrxAYYjDDhYet9hCpfxDzrQZ5hqhtjC9TXaxf3J3KTH1tKq44V6z39xL7e3j6HvKDfvDwgskL2mnmZvbAm,[object Object],2025-05-20T13:05:11.000Z,48,2,18,96,315,5,Skipped,0,4.249999999999999
4f77YcTrKQRP4nrccYYggDFXa6G67axWLjuCRxiGUtEfBxtbp7it33Sh9MeZv4Bg96zgCXiL3DzKQWs7PFxG4sHW,[object Object],2025-05-20T13:05:11.000Z,61,1,4,95,391,193,Skipped,0,4.249999999999999
j7oSNCR8pBkFu2u4E4voJnHfkYeCVGoaG2SG77rsf8AyQyuSg6VNiqyGDxhUt6m7i5K2pbU1yhzdnUvW1PQMHuj,[object Object],2025-05-20T13:05:11.000Z,25,6,7,25,253,29,Partial Exit (Win),0.05,4.299999999999999
42VZLuvh7s4JVkQ9jaMQn6riKZHxUWToESzYDNzJv1HFs2gn6ZT1VgbqXD6FRciTxgyWno6v2hzPET9q3zascnnA,[object Object],2025-05-20T13:05:11.000Z,85,7,17,44,456,74,Moonshot (Win),0.2,4.499999999999999
5zCFNbPdvpvS9hDk9Px4QeZQJEeBZv32yV97Yv3XLTE7T12ENcVfpasZ9u1K1ozheMGMQLKH74HZ3729N1JXpmeZ,[object Object],2025-05-20T13:05:11.000Z,96,9,2,20,254,91,Partial Exit (Win),0.05,4.549999999999999
2dX64FYL8d9cGRk9ebhNgGqeTyqoLqe8qKHV9pPiymKA3Xn4vZhG4J4EmmXBHPLp9r5FyzYwKCHKMr4rNQ2pg397,[object Object],2025-05-20T13:05:11.000Z,5,6,4,68,467,142,Partial Exit (Win),0.05,4.599999999999999
4CUkoW4SjoJPu9ffeiDTMSBxqb9xYsEcNtvohazGy1uRZwWM1EDC13jh4dQMFZadFAXy1iG5zLLW5QejUqRVLR2s,[object Object],2025-05-20T13:05:11.000Z,93,2,24,38,125,296,Skipped,0,4.599999999999999
3YeMSHXoFwR2Nc51gwT7QejydN9QnjtbUS2Afg4HpEHwTqrrvFN8mf7S89KcGtVEFSxXEt7LpYHWQc7KpUZuFSfx,[object Object],2025-05-20T13:05:10.000Z,70,1,24,66,294,254,Skipped,0,4.599999999999999
2fJN1YwnyyqMSoEJkWkAtbxiNLLxuJQ6p13KQeC4wbtWboY39BaC4KUq5qPasR3Q9435JAnobjYKex5VHPR8QedZ,[object Object],2025-05-20T13:05:10.000Z,27,3,1,88,136,83,Skipped,0,4.599999999999999
28N74YYuTdZL12nc6WoUDcdxbjAJPJZNk779x4VHZWi7jkZTRToErDApkKapH9GFPHuKc4weGefbuv26F3a2NNMG,[object Object],2025-05-20T13:05:10.000Z,71,9,15,26,96,196,Partial Exit (Win),0.05,4.649999999999999
Fb6aArEnqp2TMj6mkSu4TMKTUKv9MNYnwmd245sY4JwvG2WP9ydi81YrMCKUH8yqQWuL3Nf4PHyKUPXtHZHb9r1,[object Object],2025-05-20T13:05:10.000Z,15,5,14,19,494,88,Moonshot (Win),0.2,4.849999999999999
2W8QXTh1qdpoqV7UrBqmzvWYRcRqTJLqXu635Gzc6B5vR4NGqXrdmmyLTHapy6BEyGg8yY5gvSLaihq8qw6PsZjm,[object Object],2025-05-20T13:05:10.000Z,50,9,25,12,343,134,Moonshot (Win),0.2,5.049999999999999
HzEqc3pZ7eJC9uvy3cqCKf5YjadZWpP38w4h6SWqBM6AHyZAG4TZhNXj2MvYkzpDpm6amMF2LyMxcSe1GAF2p18,[object Object],2025-05-20T13:05:10.000Z,27,2,16,91,304,212,Skipped,0,5.049999999999999
9SmTXoTJ7xJKpLtGAh5GtcGcocsXBzGUuxwmKmNeBSj6qMPKgWxPXcMvgdZByki6v5D5ZKZz22ZSc8GcHKVaobr,[object Object],2025-05-20T13:05:10.000Z,72,8,18,19,62,106,Partial Exit (Win),0.05,5.099999999999999
4FsqswJGuT5AA5sgBHdu99TG3smWUrTr3BiddnH3jXZD24vLNvuCn37dmBLuKjTRrPCff1pJSY9sieJEwYHbrp9G,[object Object],2025-05-20T13:05:10.000Z,25,7,16,92,254,210,Moonshot (Win),0.2,5.299999999999999
3d6dCfkBy63vbKaveAKuKhd6RgDkDywLcwWTGg7nJajJQL8rVCEFssc6j9kY1it42FriniaPAzpaHFZKqQziN7Dy,[object Object],2025-05-20T13:05:10.000Z,64,4,2,88,66,149,Skipped,0,5.299999999999999
3WPKvnHd2xgKo88kTyD392aHV4sT2PJ7fYEY5v9YmnpbA3HEy5PLML5xQyN3L7PKqHrjaKw8tsRLPUqSQLQg1rcd,[object Object],2025-05-20T13:05:10.000Z,81,8,11,81,106,207,Partial Exit (Win),0.05,5.349999999999999
61MNUEcRNNGMX5ue2CLpcAySoJunthkFj48g6b3jN75nk1TzMiqwqmqLeFECDdSQUgfzxxAw4aG94E5uFeyQDTbZ,[object Object],2025-05-20T13:05:10.000Z,19,7,1,62,60,130,Partial Exit (Win),0.05,5.399999999999999
3VvbMaFguTPvgeDiT9MewtLxN7ob1WubLA4WuBrffgAAtobLEcKrCqHuytBDPQrvApW8vUYdQgpgqsVkqUPrEQFA,[object Object],2025-05-20T13:05:10.000Z,29,8,18,93,169,268,Partial Exit (Win),0.05,5.449999999999998
4CiVV2H8Btg5ykvEtMbEzy6meHigUd57dgVkBLbLw1SR4v54PPM6G9VXascLTmpmhEvLZdESfSoBFii3YhyotHwx,[object Object],2025-05-20T13:05:10.000Z,83,7,4,24,280,77,Partial Exit (Win),0.05,5.499999999999998
2QGZgnWB2KwXv4hUeHop6gXi5okY7HfLRUaw4yEB7Ecau6UMZqhRU75aqE8FyxBj6xRsbGVbfQSXJhw2w746ivZx,[object Object],2025-05-20T13:05:10.000Z,44,9,23,32,144,253,Partial Exit (Win),0.05,5.549999999999998
5saVbapxZgxUAed1aqfeWqeQGUAX7L2uL5nGisyUREL3ev3nFvqbe8LA1zMmENAxiw5AwqZr9YHfcYu48JqsPR2Q,[object Object],2025-05-20T13:05:10.000Z,34,6,17,10,5,139,Partial Exit (Win),0.05,5.599999999999998
2v7DDjKv5geMS3v1E6QNF9TTdVnMVoqiTxCu34A7m7mvM6BbB4ShbeKX9XDTChccc1jZ7LWeP667ttnCYrndMq17,[object Object],2025-05-20T13:05:10.000Z,62,0,22,70,368,70,Skipped,0,5.599999999999998
