Signature,CreatorWallet,LaunchTimestamp,InitialLiquidity,Buyers10s,Buyers30s,Buyers5m,MaxPriceAchievedPct,TimeAtMaxPriceSec,TradeResult,Profit_SOL,RunningTotal_SOL
32pFVcw32rhTgSgRzPawvhxSLJPwrYZta5AXYqqq84ixEkdcDpfMoqsTyLwJgz28f7scLpSxMgAmCQUspaMKUCSt,[object Object],2025-05-20T14:45:29.000Z,16,0,18,92,53,206,Skipped,0,0.65
2tcxHjJGfVxzaMQhCYhx4NqMDKLM3PVNTFYpVQVYQvBsrx29qxFre8ghbqh4HaR5E8EsVbpdfsnJDCxCLymjUPvN,[object Object],2025-05-20T14:45:29.000Z,43,2,7,25,193,114,Skipped,0,0.65
5bU7zSnGuTUid3THE4zLPobMLCtbm8mRRNShUP4X9LXWUFMqDnXa1AXtKYJ8kwWb1jMx85CSunuH2fxiWqCxB7bc,[object Object],2025-05-20T14:45:29.000Z,87,4,2,33,471,9,Skipped,0,0.65
35CVDrTukh3QtpX26kC8EqSYFixVaT31DiWuR8Xzoqk1VnSa2t6cKxE2saJL3hMfDwn9tFMAGquWtezjCbhjge5z,[object Object],2025-05-20T14:45:29.000Z,32,5,6,47,2,291,Partial Exit (Win),0.05,0.7000000000000001
5ibP4aQuwSiLXNotUjNLxMWHGNx5soCZBCFWwsVZqDAbQXpL5vCWxjZDNZnPH9xbFLymFUWME5zU5EMwk9FrPEQw,[object Object],2025-05-20T14:45:29.000Z,91,5,16,94,398,167,Moonshot (Win),0.2,0.9000000000000001
5ZdiNeNdWXdoKcfkXFN1FKBhcMTVHT9cb2SjRMGA2EvsTtb8jLbSGNnRoAuYpovLiH4wNjzS7QtDngPYLAet3LmB,[object Object],2025-05-20T14:45:29.000Z,68,0,17,20,394,264,Skipped,0,0.9000000000000001
3fGTxWpj45LDC3yLyvgh4tYgJpgsRQ5jLvyKG4GfPVC2setJFrvkPSGr17YWAYFpDGvHyTNGSZBrxSsbKDAF2Ty8,[object Object],2025-05-20T14:45:29.000Z,7,7,21,70,12,271,Partial Exit (Win),0.05,0.9500000000000002
232NjLyjQPPJecA8EaAVnaUQDdXQqhmxxmHGTqUzYcveULf675XsChyx2s4dGH9Q3pXhTVyR9uZYkyNUq9ip8obm,[object Object],2025-05-20T14:45:29.000Z,63,2,0,51,253,203,Skipped,0,0.9500000000000002
F13x8cZxqJo1WttBZAhswyVgExZhJbcDY928mWmJYnz1FLNpZoAgSVCstacrjabESsnfMKgCnJccjfNo9NtjXyy,[object Object],2025-05-20T14:45:29.000Z,96,2,2,50,129,266,Skipped,0,0.9500000000000002
3jV1ora2X9Tok92DxwRvhmA2zqJgnjD9Us9JFPBfHksnWEq7g6AZ2RgfxATSuQuuhvzQPKybcb6tYETYQJ1nrwFG,[object Object],2025-05-20T14:45:29.000Z,50,3,27,79,90,299,Skipped,0,0.9500000000000002
3EHVSCbEEUe5c5KbM1GpWeY3cNLxRmhDupaWSmoCAd3TB61a8r8BhUCNTkkPHyj86onrj7sKbDDTucFfQQLK9Q6i,[object Object],2025-05-20T14:45:29.000Z,40,7,13,49,94,12,Partial Exit (Win),0.05,1.0000000000000002
3yLswV22Sz18qFcGC36jRyBrEZqRz4WSwGsqfghQFJZGnvAw3nGFziSRoz8LdMhyx3iEHYV8sYCMDgxg7ZwLXraD,[object Object],2025-05-20T14:45:29.000Z,76,9,6,19,52,98,Partial Exit (Win),0.05,1.0500000000000003
5siy1rFqKJ2qHdxvYgZUJ6PYSbvA3N65GVxYwzvbCXfSkVYh35eNXFgdBDGxPXYZV5BBvLme8vtqYPiBusqEz6h8,[object Object],2025-05-20T14:45:29.000Z,60,9,4,30,226,256,Moonshot (Win),0.2,1.2500000000000002
jRtad7nuetDyjUQx8hTVtxhjFA6ECwcSREUTCGztupXkC8NnZgpQ6GLx9NqiGLH8H4uf3sQyYp8tEAa1GWCmL57,[object Object],2025-05-20T14:45:29.000Z,78,8,6,2,223,85,Moonshot (Win),0.2,1.4500000000000002
3mh7SLg95Gu1V78WuigXoVGJJBcSGSWCTq6a2QTJAU1NdPKDGZwFz6rf5UfRvqgGg3zxzUsiWYhfsjgk5ByLXC1W,[object Object],2025-05-20T14:45:29.000Z,25,8,8,34,203,170,Moonshot (Win),0.2,1.6500000000000001
33Te47obRVM7jSfLCyjmj2LbvupCNooNF6MGWoaVqAmkQEo2dtYmnsbTQmPYH6vBD9bKBrx3dWfnKQfLg3q4nqmM,[object Object],2025-05-20T14:45:29.000Z,30,2,19,70,259,6,Skipped,0,1.6500000000000001
3hnf1bRyS2Hk6x1RnauXVCSLuWb7LSGx9b5cYoSpJ4d1KJH1PR6zwBWSAyXkyctXCZLqGJVamdghVxEa2bDz9VbE,[object Object],2025-05-20T14:45:29.000Z,51,9,1,38,438,239,Moonshot (Win),0.2,1.85
2bVW6dXdmAEDcQYK3KuoXBN2tW3qWW4DuKQvnTgjdWo3UAqPVzVoKoQKGWbuoPtUV1hvAifcHpx8LC3C3MWmT1Jw,[object Object],2025-05-20T14:45:29.000Z,22,2,23,4,208,10,Skipped,0,1.85
4YnnSjum7w758xwaENXGSJ5xnXsEhMy61GL4UUwZg2hzvLgiWR78oydkXmChopEPpZELxG9pfNpVBP1VPT6EeyJP,[object Object],2025-05-20T14:45:28.000Z,74,7,23,53,296,111,Moonshot (Win),0.2,2.0500000000000003
56WyQuiq1koPiqoTaTivh4NR3qwkFXWEAgTAbhRwqQkdM6Y4LjobnysNnqjq1KiNYsK2YwGWx4yWPTNZjjh1qNAG,[object Object],2025-05-20T14:45:28.000Z,43,1,17,89,269,168,Skipped,0,2.0500000000000003
5gFheFbGAuKFC1jm1dXt6X3TPnLB5Rw98KDuzsiakhN3KX8MzQ2UWcyvsSYp2qAZ4LDpvZe8MeqdcDV8kosyCNCV,[object Object],2025-05-20T14:45:28.000Z,55,7,5,33,315,67,Moonshot (Win),0.2,2.2500000000000004
2kQNVt9ibqrFEce5NdedDJpvPeAjg9jhQ4TaRwA6mJ9Kd55S2wQ87LiKTcJhtE6Mah8pYrmDAXwT2km9Gg9bXeu4,[object Object],2025-05-20T14:45:28.000Z,21,3,22,90,77,176,Skipped,0,2.2500000000000004
4hZkLaNtJ3vnGJpkEZbcvcrvkNmTNzag46VgGrNYDRZ7humv9ZmUjhDxJy2B8K1YVNx4rBjdFMoj4pj7PL72X1k6,[object Object],2025-05-20T14:45:28.000Z,61,6,16,96,498,188,Moonshot (Win),0.2,2.4500000000000006
24BgMGJ9UHnRxnYPbqbTCungnKPcuyyubbh89pTK7jVRWcrPngvsXby7XRxDzBLrzekXnbzuQ7pYuFErWwrdtzUD,[object Object],2025-05-20T14:45:28.000Z,42,7,23,48,39,243,Partial Exit (Win),0.05,2.5000000000000004
3id8ZuXUhamhjoYsA1ZhoSTVPyinU4uUtH4DKmzFb6U9nLQviv2qZv2DdiS7uRnsw3eHz9mNuyHPZiMHgRApaXGv,[object Object],2025-05-20T14:45:28.000Z,5,6,0,90,151,133,Partial Exit (Win),0.05,2.5500000000000003
4Ex61pt8NQNBMVTposu8343ap9Fufbou1n8hMtRTLiQ1gHDR3BNrECBpkFa3Nhfa1uP6fhxTBoYKnGoD4njPtQ7U,[object Object],2025-05-20T14:45:28.000Z,75,2,24,54,483,221,Skipped,0,2.5500000000000003
2oNaUaL6q9MJPyqE7GJDCnLpCqaFdzTpD8qcRBBePrZq95Q6c2eByXxcSDTCxSvjJJCLNVR9GhD2bit4SFFQJuDd,[object Object],2025-05-20T14:45:28.000Z,95,8,5,15,188,27,Partial Exit (Win),0.05,2.6
3VAPtT4ozz3cUub2VyWyyuu3YvBG7M2fKVvVuUZG3dNcvoxKVRdds8RC2YdQND1xJXc8VaXj8JWrQJrSod2vL8Eu,[object Object],2025-05-20T14:45:28.000Z,45,9,18,74,271,85,Moonshot (Win),0.2,2.8000000000000003
2GTPKa5VLLrnQUxygSbWL5wHNqTTuE31L3tyh5KWZAX9zjLMfRzooVEhUnAyutXdeBVU8KhcXzEj2uscN8ntcd5F,[object Object],2025-05-20T14:45:28.000Z,93,0,7,80,205,58,Skipped,0,2.8000000000000003
4LDm7cPgA3d9e1eLuorGtBSk3q4cJrsqNfp26tfPG3rUxuzWA3sPFi8AEVJzwto7uk8Ymnj1sfW6fc7jHnkZg47B,[object Object],2025-05-20T14:45:28.000Z,30,8,3,79,128,146,Partial Exit (Win),0.05,2.85
4LWHaaSFfwGuy4uQ5mjEigXPLyB2Ni5tC65K7fpRJEZQEuqwX7VJwqgKQm31rx5Y1TkJtfdefGsqwTskZ6m5Zqrk,[object Object],2025-05-20T14:45:28.000Z,79,0,6,71,214,82,Skipped,0,2.85
dTPYdYQRjhfp1MeXj8KxaNUwYHmPXALGzQugjae9f62hdxzJuNvGRxz1nLc3QUgNtb3L7vrqxjaawAiCo9LrVdH,[object Object],2025-05-20T14:45:28.000Z,8,7,4,96,453,72,Moonshot (Win),0.2,3.0500000000000003
4rQ9cdRoxqrL6H6FWD4zMzXSMzorLFy2eajnwDN1uDHtGhFZWfg96vb9fdddE58RySa7b4UDnEyuhjnTLvZPQboP,[object Object],2025-05-20T14:45:28.000Z,32,4,3,42,167,217,Skipped,0,3.0500000000000003
4jntcNA3SRxxNKhQ73FMa2bWsKqrFPDWk8QTKwBXTdvC1PK9duy32Z5t6rrT27LUcoiAEh9BnDAbcJDAJ12hATBU,[object Object],2025-05-20T14:45:28.000Z,91,3,28,5,315,46,Skipped,0,3.0500000000000003
XbJSV8HHXTw6dL5n2gREQHBPRV9MSwfsZzenNc5fpVoij4P2CPHrufxKnHa7ZCkTAA7G4JFCHMVpkUb3jXjdUWr,[object Object],2025-05-20T14:45:28.000Z,29,3,6,88,283,100,Skipped,0,3.0500000000000003
4HG78qFJRaYsLV7bitn5csVYwAYBLJtB2Kqdke9kPjyjvKvm1N5zdnB9nQ6EcYNn1r9T5AjptjPyg3NBjqrXbSHL,[object Object],2025-05-20T14:45:28.000Z,55,4,6,55,78,134,Skipped,0,3.0500000000000003
3yZHorS7xeXtG17gTkwN7svWpmicmqmMjE3jrXn2Y1rZG9azZZ9XnfpZKs5jTfRAT2rnrWWrNqf6i1z2vGGWUg9S,[object Object],2025-05-20T14:45:28.000Z,0,4,26,63,167,36,Skipped,0,3.0500000000000003
5eNpWovRLdQQBLtssgRDKbDB2jBSJ8ad7tGT5SVpmb4aHRrncwnyNjCJPBPv4PxbWKrL3dUGx96Y9CW6MdhNs8c3,[object Object],2025-05-20T14:45:28.000Z,24,2,5,25,317,245,Skipped,0,3.0500000000000003
5CTc1HAnTSXEVBopa8nyZBSPgKTYmuuKsq9ZwyeeXwZVpQ6R5ab6NpcuAvPcPYn5VoQrRVg9yTJgsuvMoFfY8YQt,[object Object],2025-05-20T14:45:28.000Z,99,2,1,7,325,49,Skipped,0,3.0500000000000003
2pmmdvg66ajoBzARGYJFBM8EhaBXpyqyFj6s1VqUc2LSe3uFKbAvFZp5YkLRM9zKRMy3C2Y8eVFmL98jaS58dg1v,[object Object],2025-05-20T14:45:28.000Z,33,1,11,64,453,117,Skipped,0,3.0500000000000003
4kJSAS2sf2eevMQ3bctaH3QxjzKpz98Gpcb2hgW16jWw5NcEHc4CgyWGSRCfCt5KzrhdGw2jG2BaTfYcJ8ACqjmT,[object Object],2025-05-20T14:45:28.000Z,65,1,2,56,320,171,Skipped,0,3.0500000000000003
5qu9vFReLxa8Jon61a8zExDf4e7AhKrdEqvhcS62RQ8dTkpgwpZAC6L7Sr5Q89WCBh5ZdtH25TWTSx4UNawTocWt,[object Object],2025-05-20T14:45:28.000Z,97,1,14,84,132,55,Skipped,0,3.0500000000000003
xCafF4753XzFUzUk3pY6R51FUHBk5oH1tzLDTywiKX38xrReySHeSVk3vGgFHXnVMmheksse2JqhE4JtEnUd4VH,[object Object],2025-05-20T14:45:28.000Z,83,3,6,78,162,52,Skipped,0,3.0500000000000003
3tFzij62FyAqcWGbxSGVZd7hQuPH8goyVKbH6G44kfcZ28ZqRHA4K9Jr6djaJVonhRrgBPV7MBY9tiwABv4gfZzU,[object Object],2025-05-20T14:45:28.000Z,34,9,17,59,283,257,Moonshot (Win),0.2,3.2500000000000004
3eE44NvCjCHFfsZXrcA3EaeHnBjDDzNg83f7PU8iioycjQXZHrVVo89crythvgGhyE45RUyXQT7a2VJKLtWQk3UP,[object Object],2025-05-20T14:45:28.000Z,59,5,17,15,221,78,Moonshot (Win),0.2,3.4500000000000006
2FiciNppLEL8h9ne3CaRE9sBn3zZYE4J8QnufdaWFweFQW91BxPyH5N2bbcYNU8Tzdp2RrbjwX3JVPCAFpjCrUJA,[object Object],2025-05-20T14:45:28.000Z,54,5,17,9,222,133,Moonshot (Win),0.2,3.650000000000001
KWFv1HMdHYdZm8qrj8pEoy9Z2cV7iZ9SyfLvNtM4gYhTF3W22ZhZi6xLy5A1Zss4wPJttRZELgLxd39Ge4iUENF,[object Object],2025-05-20T14:45:28.000Z,52,4,21,8,159,93,Skipped,0,3.650000000000001
3fNC43f29vjZUTbMh9DkUxR6H7N3MzzzHJpWEXTMh3zR6QGDoA2drxTxYhpQ4P7i8v7f9NznUsFFZgJNMkAcQUAG,[object Object],2025-05-20T14:45:28.000Z,2,6,8,75,206,105,Moonshot (Win),0.2,3.850000000000001
MjSxjwtHjFzSRYY3ibW38NsqDjkf5x7aTj62QPBxicreo7oc7QcNPmYrBjqvibLXxSmWWY8gbWWEfcLf5bYHpD8,[object Object],2025-05-20T14:45:28.000Z,82,3,5,88,17,46,Skipped,0,3.850000000000001
2hTUvM4tSvhmFLe1dx6vjNhwUdLkYKNMaSzV9g5oTEjdpTtKwkPjb2uUSFNQa3tuxmWJAwewarFs7DokeF4GuKjC,[object Object],2025-05-20T14:45:28.000Z,93,5,2,3,396,213,Moonshot (Win),0.2,4.050000000000001
2BuyLikPwUM7WNe7YgHgZ8AvB6cF9GgW3rDqNc81bNt6c4ZWSzsHcKXjrgpiVEuobjcwKDTi1e5Adqhv9jjehC64,[object Object],2025-05-20T14:45:28.000Z,59,2,23,47,411,160,Skipped,0,4.050000000000001
NYDq7xmEKDTxJtMpk63FjRRzY2WLhAuhqF4K4PiGXh3QBD4gLZ8SjDxWDiuWqV3EuwkgaZMMf6JPyM612EW94mm,[object Object],2025-05-20T14:45:28.000Z,61,0,10,30,343,60,Skipped,0,4.050000000000001
2gZoDwQBbPqsPc2Gus2RN38h7SiEu6N1bxAr3cFQ5rD3zgbMocL3pwMiVMwAeGKrYY422TWCdGph17xW7y7eZnCd,[object Object],2025-05-20T14:45:28.000Z,9,3,8,47,64,145,Skipped,0,4.050000000000001
3caHhXPbvv5B4fRMDdKgk98kH8DmZcaTp98d2DvexsFK8Dcb31d8jpGh8x6WTvPUiPdw2o7eGz4ZwiqiZZPYzziY,[object Object],2025-05-20T14:45:28.000Z,10,9,13,40,355,193,Moonshot (Win),0.2,4.250000000000001
EDuoMoGURtkXDnSw5WJ3nwJ6AKT2TS2fK81vfZgsDiGgnZj7kfYdYhAKz9Bg4wYLyN8Z7CabMgJqYMYwHXZQa1A,[object Object],2025-05-20T14:45:28.000Z,14,7,14,39,61,235,Partial Exit (Win),0.05,4.300000000000001
4uqxUKqNqovhKAyPVk7r5VKRJLC1SicjhkZfZCJdYe6NFvvcMkHR1RxLvHhzYN72ScusAVBoa9536rtdq9cRrcK4,[object Object],2025-05-20T14:45:28.000Z,55,5,16,95,395,30,Partial Exit (Win),0.05,4.3500000000000005
24sGs9KwCMcHRUzrFZcFr82zdycK6wp4nZFiDm4suTajGdCnVKbf1v9gejjPEyDk7zQp6MvpzgtdCbo2cYwv6855,[object Object],2025-05-20T14:45:28.000Z,2,8,26,53,475,40,Partial Exit (Win),0.05,4.4
3hFBMoBkgv8uPnwuqZ5ZAk8AnfopuDr7nxy3GQBFeSgVpBttrTku7ErM1rfZ8QAuyXX5ARAXb9Dr5yi7VV9PNziG,[object Object],2025-05-20T14:45:28.000Z,40,9,0,73,499,205,Moonshot (Win),0.2,4.6000000000000005
5bKh5QLtcUN9GqgD1c4ShePw1RNH1yiHWmSzTDAzBVN34bP9v7UMLjdFARKe1oLAzL8tz2Pu6wV8BQm1sSTgTDQf,[object Object],2025-05-20T14:45:28.000Z,6,9,21,71,96,46,Partial Exit (Win),0.05,4.65
28UVkYxzf3kb8Bod3ahf6jGpPmqTqRnQmTPiWV1murdj7KJ9GzTkccz999vcghS7LRMRzVSnXTpCKMeKQmzTXEDA,[object Object],2025-05-20T14:45:28.000Z,38,8,7,27,62,262,Partial Exit (Win),0.05,4.7
627edvwtziA6pZ5rN4BceYjiUHp3v5x7b5bAhoCzHw1YgEUVCERkKmo4ZKF74GGXk3kF2wLD9qrGspowWTkFVPHt,[object Object],2025-05-20T14:45:28.000Z,30,8,25,51,48,37,Partial Exit (Win),0.05,4.75
3ji8GBvHmzQpEzkiNDkJrZgnCLSnrwBn9HyS8aMUgZMhEJoVXGnWGh5Qm8t9pUrjhywntnPBBDE8QgmvsP9i2mWD,[object Object],2025-05-20T14:45:28.000Z,75,8,8,95,173,268,Partial Exit (Win),0.05,4.8
5EjbKirovhpV7h4McMbAAVUfnQ5fFJgp7agQGJDYJnVPhDT5fPNZQgTMnDb1ToEusKZJVPp7g9T54LaRiRD3D7Yh,[object Object],2025-05-20T14:45:28.000Z,60,3,19,82,175,170,Skipped,0,4.8
2Xhd2wta9ihjzkA7Hu5qFCUZ9gJHVcMP5AXv6J3RGxPxW3KsJCqQJ94nmtpVTthUepijDVcMWL5qKcv29a7jT9Kk,[object Object],2025-05-20T14:45:27.000Z,36,0,2,84,187,156,Skipped,0,4.8
4ogdcJopgiMVjkfXNLu8vHt6fTNRev2KofEo2YnsKhKbABJJoCkLMfQ76shB4XJVaHBre56wqfrinnLovDeL5XV7,[object Object],2025-05-20T14:45:27.000Z,14,0,11,75,17,27,Skipped,0,4.8
4LxGzJrohfCBev1zf84PrgHPUuFwcDv1fH1gzS32pu2D9SL1qHMyeKtL7Y3hHnjap3fsCkBgZyTzxm7TVmrJSG2R,[object Object],2025-05-20T14:45:27.000Z,56,0,20,59,236,49,Skipped,0,4.8
spBSirWVzfeocKVS5rco9ntZgexkosx9n7i17GLnkhiizFy4PqFbUBoktTYkhpikVTDXZxyYWqmwHm9bcvDhU71,[object Object],2025-05-20T14:45:27.000Z,9,7,16,37,281,274,Moonshot (Win),0.2,5
aWVCzYEHMyLNsPJc8MKNy2MwP4HGTVvepKao3n4GV7Axd2xx3jfwJJywhukYXcRSKoSLu3doERQjftp54kwiaqZ,[object Object],2025-05-20T14:45:27.000Z,35,7,21,85,33,207,Partial Exit (Win),0.05,5.05
3XbzRrjrR79vEd9xz5nEDxisrDqDQdcRM5nTAHGAZjbnEmg9JpcxZKUz8J6mxSfvVAVxJomCGu7DU7weNCphDNTh,[object Object],2025-05-20T14:45:27.000Z,45,6,4,50,409,13,Partial Exit (Win),0.05,5.1
3FgqEk99PByrRW4HYKN4G59MeWt3PGr4Ew27nFSGNNC3KjSoY8qd9C53CZ3FWqFv86sgDjsyALUWCmsoiSH8Ag58,[object Object],2025-05-20T14:45:27.000Z,63,7,16,58,123,203,Partial Exit (Win),0.05,5.1499999999999995
26qXCEHSoMQbK3giK46SQ14aQ9TGnRCeuxNNU4yxLKfXYaCN5dcBHgNB89WMAxgGnCZSo3dntRdVtnj7jYAjdqfH,[object Object],2025-05-20T14:45:27.000Z,35,4,15,61,411,110,Skipped,0,5.1499999999999995
3qjNHBzhcXS3QnPr7L9r3wvUew5WLWPPUQdWMfLQg8eTJYYFMvSNLhwzAdcfDvqsQPUcCyYatxhCPghEfc7Hbo4L,[object Object],2025-05-20T14:45:27.000Z,55,9,27,62,206,296,Moonshot (Win),0.2,5.35
2zebaSy1GAzBh3ULtCLVR5JhiT9HgLEm5qBtiNYR3N8762p877ZV1xmi3HyJP8RU7eUPi6zVBNeYeKHDYccWttqF,[object Object],2025-05-20T14:45:27.000Z,35,1,6,85,35,247,Skipped,0,5.35
m2cxhp7ujjH9NaeGVY1oBE8yW125F41af5UPqejr2JcN8ob5FuXiJ3XdzjVSzTEqRuvTsZCVxHuJLesyvzkaQYL,[object Object],2025-05-20T14:45:27.000Z,65,7,29,0,208,13,Partial Exit (Win),0.05,5.3999999999999995
4tEidatnTaQUX5gWyse9ytdiVRLT3UoGdFDex3teD5B91DDr4SYYtRpKiz41n3gpPLmgPytbXAFxNhethDyqi7Sc,[object Object],2025-05-20T14:45:27.000Z,64,9,7,66,114,238,Partial Exit (Win),0.05,5.449999999999999
Ap3w9oWu7yma9KMhyWgiuWY6SYh1JXX6qF9omEeQnE6B7cJoiT6REBG6cxWDm2kSscXLazBZhoiYLzcrRAgPYMa,[object Object],2025-05-20T14:45:27.000Z,61,5,27,84,195,231,Partial Exit (Win),0.05,5.499999999999999
8sDba9d5usuwmdzG82nSMk4HEGgoTYgv6aQyfhF8CtHRJwQvUrZ8N44wvGk7GHAVMdLzXV3rWzSkJg38kK7FYxk,[object Object],2025-05-20T14:45:27.000Z,20,3,5,76,110,151,Skipped,0,5.499999999999999
2L74ZDWZjfXRGSWv6CW4n8nVUC66KyUKpAjkqjS2mM5w71fcGQbruvZE8mexza8ezDqjwsnrVUbCcL2SwQAEMaPT,[object Object],2025-05-20T14:45:27.000Z,52,7,22,67,406,6,Partial Exit (Win),0.05,5.549999999999999
xhPFBaC1mn5G2Kcg6rwV8v1azD5QJtWtuVAcmEPRo4uRLnuFmL79zLufS9gfP5mKQWK1uHPN1SFGX9Ech6zhXBM,[object Object],2025-05-20T14:45:27.000Z,29,2,6,62,17,131,Skipped,0,5.549999999999999
RGsmFKxkLxbZSgKttwEP1PCAxtDtdButqRKSjb59CALxbBYYDSt5Ape3PCCsUVBTGcyG2sYvfZ9LwoPt4oXmmh9,[object Object],2025-05-20T14:45:27.000Z,1,0,22,50,176,174,Skipped,0,5.549999999999999
3g1VwKubRbrcFiHi3CxmSf3rYPCcK1P2qPcPumzikPxw27wmAaMDsU3BKYjaWM6MSPpp78cT12MU9iUSqC3E99Hz,[object Object],2025-05-20T14:45:27.000Z,35,5,28,66,66,65,Partial Exit (Win),0.05,5.599999999999999
8FQxnRipt6REfHnVJqNLmD8mHMD85QbrKeWRJzqxYdwLu7xrEnRgEpRBgezFpP2rPtcK4qF6i8mqgqRMZ4XqyTB,[object Object],2025-05-20T14:45:27.000Z,38,3,1,62,105,241,Skipped,0,5.599999999999999
2yygv3hexeL2WDykvQu5D1cqoi1dmDoww2zCHc1i3na2KbsqQkYnYZRXrPdqWtrir7UD2NuRtEJ2xSfEhA7HKbo3,[object Object],2025-05-20T14:45:27.000Z,67,8,27,99,109,190,Partial Exit (Win),0.05,5.649999999999999
HG6Xd2okQ2mXvkVuyzqyHfYt4WfZaGPMTR523QpDtuJTAxSAXemz2jiLZ2FGDUkL9GKD3yGtmgEktvXyqf4F2HZ,[object Object],2025-05-20T14:45:27.000Z,68,9,29,64,472,143,Moonshot (Win),0.2,5.849999999999999
yjUwfGUA7ZQAFzfiefShVhHAuHuDor1j8mdPkKqAG96EUWzi8FbruwVpFb5RicMtvvTWcJ9ePi41igA4bSFoaWV,[object Object],2025-05-20T14:45:27.000Z,86,7,29,83,401,136,Moonshot (Win),0.2,6.049999999999999
2dd9fq7DE3MwjD9KSzwRwYWs55fgSA2NeJiiW7WcjXsxPnJ9e1MWmBc8hTJe72YXtdsR6Eyg8qPu6cqW1eq8jwKP,[object Object],2025-05-20T14:45:27.000Z,19,7,21,0,454,3,Partial Exit (Win),0.05,6.099999999999999
4ZnADAuxnt3dRBqogTCBCEv1sPfX9y44tkUbKfNvKKjhfqYXsbTbWprxQ5GZhdeT5K3nbosYQkxaZjDZ1axtNSLe,[object Object],2025-05-20T14:45:27.000Z,96,9,15,82,61,44,Partial Exit (Win),0.05,6.149999999999999
2kFPNRPHg6RPMhM7aQNaffZdR2oVxE1BCm8TLSTXXkjwUioJX8rTsK5HHdXNSwrAs5UGw6we2K4jT4hYRdG2cvjg,[object Object],2025-05-20T14:45:27.000Z,61,2,23,8,149,196,Skipped,0,6.149999999999999
21wBHPU8fA2SRJRDy58ougvYG7JZjxrZcxTPPBJ1AFS3JYKXnse1VEvyesKasXSenDjWhHuDbwSMjZCFoN46rfxi,[object Object],2025-05-20T14:45:27.000Z,26,3,10,3,467,100,Skipped,0,6.149999999999999
HoSVMXACkVcpB3gFmuTgeRZRRhuvty5HeXF49sNMWiEjTj7azENdz2wJKauxhCz6ZF27QhEu5GQaqweMgub9f1C,[object Object],2025-05-20T14:45:27.000Z,36,1,19,62,86,37,Skipped,0,6.149999999999999
6owDU4GDfcHoEinMLWx5cSWS2LHAdB2AEfHKhoAiwy3Tx7mP6fQJrPeKzdqTM7v2LNFVjmWM8rqaSLrFnoaK6Bq,[object Object],2025-05-20T14:45:27.000Z,64,8,2,29,272,272,Moonshot (Win),0.2,6.349999999999999
