Signature,CreatorWallet,LaunchTimestamp,InitialLiquidity,Buyers10s,Buyers30s,Buyers5m,MaxPriceAchievedPct,TimeAtMaxPriceSec,TradeResult,Profit_SOL,RunningTotal_SOL
2EyZKJTawq6LJjUuwrfTyLRmm8L5mDtfoD7nd4kMEQq9oRtd9dXXHwWxJnmv3YGKrx4dH5RwqrM4vCf5d5aELM8z,[object Object],2025-05-20T15:44:15.000Z,2,2,2,73,339,166,Skipped,0,1.8
4KNoLaVnWh5AQY2UbHKQsEfauuQVS8FMrbsVYKvvRkKBEGvZUmojY5bomfGfVNYhseRRJsj7qYKjuJUT5qrppEQP,[object Object],2025-05-20T15:44:15.000Z,30,7,14,45,418,4,Partial Exit (Win),0.05,1.85
2MmK4QWa6YJnn8aL54vSHdfttEedsLzEW9CMbkrUSbEuHMdor7NuKsNwi6LP1LizcF6VBNSiqe9kaBZp92EsY7pv,[object Object],2025-05-20T15:44:15.000Z,44,3,2,84,355,245,Skipped,0,1.85
3sPkB7BeVgRLqLoppNVyh7zGbJpHexpHoCydvp1PdZrvsJohFExuHVFHVYmVpRzgcg3Qd1VcRYUoZ89kQaxoWHQC,[object Object],2025-05-20T15:44:15.000Z,54,7,6,79,138,52,Partial Exit (Win),0.05,1.9000000000000001
33Z569TGEuWLpVD8hoEMA8YSVYSKuKA2LPsdRVrkyZiwoM1orwFXVJb4WDWM251Bfvyu86KEWgCcw9duu1kSnssx,[object Object],2025-05-20T15:44:15.000Z,81,8,23,75,135,5,Partial Exit (Win),0.05,1.9500000000000002
3Bphh6aWUvpBGmuUqZ4VKFmipNotsJNxtzYvULXvp68SvhvPNTk1yFB7nXMzipPvUsX7kJEvai7HtMJrWsrcM5t2,[object Object],2025-05-20T15:44:15.000Z,31,0,29,92,147,13,Skipped,0,1.9500000000000002
LsdRC3e9RCu5Hs5maoPX15hHNcK1dYxsca5RYDiuxsPaYMCoKFfnVTBfcTgx2doEtYRnnMxQk4928WUcKcD6USp,[object Object],2025-05-20T15:44:15.000Z,33,6,29,85,378,95,Moonshot (Win),0.2,2.1500000000000004
25bhjK7DNeMPt2BYmGWqe4z1A5LUR7GUtGyJM4PMtE8zZ4pFiYVSiBSXFEjmwLXrtYBUQ16RBDaS6cKaU5AxZyRb,[object Object],2025-05-20T15:44:15.000Z,60,9,29,58,97,180,Partial Exit (Win),0.05,2.2
2D8LVfqEcee4qfBViQNJfGsq1m1sPNQY4GJBBv1iKEaQDFJ1UrdjxqFKNpLm17pK9aP8mztBJgxdsXbsTvDH8dAR,[object Object],2025-05-20T15:44:15.000Z,27,1,24,1,487,161,Skipped,0,2.2
2btgt5TFw2nK5JbXqJFZd7byYYnwJUvA7VjBDYpithWTcLUeVxZt3McgU8XxThtKWdpP4CJdU6DLLG34QA3q7uDE,[object Object],2025-05-20T15:44:15.000Z,58,7,21,80,190,12,Partial Exit (Win),0.05,2.25
GjsUJYE3mTBVtZutdFzouTqfft6Kum2E4mxgtDPCxCi2LAyqfSqM7hD2VF8NoeJev19nLpSMjTxUGB993Nk39ru,[object Object],2025-05-20T15:44:15.000Z,15,7,27,33,290,246,Moonshot (Win),0.2,2.45
9Q97FhLxJNtoMsRjTYgM4wgUdqKLsxSq9fbXAXREbFztakNzJBx3KEJxZxKPZvELdCxmWPjoNqG5QH673B9bUCs,[object Object],2025-05-20T15:44:15.000Z,83,5,13,74,307,11,Partial Exit (Win),0.05,2.5
67awRq3NGGVwGNH7UTp9pSVnge1hYys1uHq7gZJGMggTaSDCVi1VQkJQ4Q2fJ9VhC299V9j6vYE4Kp8odfiAfMGr,[object Object],2025-05-20T15:44:15.000Z,95,0,24,89,1,294,Skipped,0,2.5
3as3ohWjh6nfdg98DaRegQd7dMv3kcGLHQimNRFZDceMn5Lc5xTVmPHvVFyDLhj8wPwRDjr3hqArLnZZ3TPWEuML,[object Object],2025-05-20T15:44:15.000Z,86,7,16,72,133,241,Partial Exit (Win),0.05,2.55
5WnCzc4tFUxu9SP84LMfwnKeMthSSNSoufCdm64mDE4HF1v9u6QXMZMBiUuNvHxAVpqoUubpU1KZtRCfAokZ2SGF,[object Object],2025-05-20T15:44:15.000Z,42,3,17,32,133,278,Skipped,0,2.55
24Shgu7UgATYUeLeuB2rtn3WobRwQb7dwRGGJJtEWqDhM19URdJCtdSYZpNVXz3eMS7vTRVWcoVW8ghrXTduFRKi,[object Object],2025-05-20T15:44:15.000Z,12,3,4,83,377,82,Skipped,0,2.55
3V6HitshJnSJEZu1EYAr4YgViuk48fPzjDvBpu5Henh8AD56wtDA2ZYuv3e3fPKoumc4ssWkr9bVf6jfD1BakCo1,[object Object],2025-05-20T15:44:15.000Z,5,1,8,79,446,192,Skipped,0,2.55
UH9TWVUcBPXidHignqB4bzfg24Pf4w6ky5cCG29X4KZwKKZ41hCsvakqdY8rWzZnErSt2pM6Zo1mK6Negmbm5SK,[object Object],2025-05-20T15:44:15.000Z,2,9,7,32,183,91,Partial Exit (Win),0.05,2.5999999999999996
a7JpDEuWwC2YvngydZuBR3wPJNKxSWTv4cKsj7x2852nB593NQBqXsyfSjhScMXdfYn9b4gV7fZEknVma1KyFbu,[object Object],2025-05-20T15:44:15.000Z,4,5,10,53,405,33,Partial Exit (Win),0.05,2.6499999999999995
2dYjqbqPZ4JaPgtqEXTixJJY6KJwGR6s3EVoRpfQt4qnx11GWdSVvt7P8b9DVHwnaRWhj8gwoZhRNLYQ8915144q,[object Object],2025-05-20T15:44:15.000Z,28,6,13,40,322,148,Moonshot (Win),0.2,2.8499999999999996
fum9EHB3S6KPh1ojYWTUJeYrMhHB8iXnhFL3Ad3tzXJKRiopBwPBdj7Y7pJVxqSNC6jrmtCCWM7ns4smkirNnkw,[object Object],2025-05-20T15:44:15.000Z,74,7,29,25,2,96,Partial Exit (Win),0.05,2.8999999999999995
5DEPaMQJKBTZDKXvf3caMXekXyDjN5EpF5Rfsq96B89LMBM2rPfZvkpaw6oCarqUqzW8xtb5TJPsQBxivQ3dGoGD,[object Object],2025-05-20T15:44:15.000Z,9,2,12,70,329,114,Skipped,0,2.8999999999999995
2y6ufNbxvaFRZBjHgLmgJcmgNeX1EEz5YicsYEeCT4tybQMZp4kNDTd4EZYExZ8kApaFW8zUe2mM19Cy7tbja9U7,[object Object],2025-05-20T15:44:15.000Z,3,1,6,37,162,254,Skipped,0,2.8999999999999995
3wnzoVF6254knWFSDZPhQKHg8qjnudgDBwGS5qE8FAYsnWzTAMpSrro4e97jhqzLNuV183hF5Bzt6X8vjrm2cRBY,[object Object],2025-05-20T15:44:15.000Z,32,8,2,52,75,136,Partial Exit (Win),0.05,2.9499999999999993
38wir6Av2eFzqFsjgz5nXSYwKNthjvbmjoFWZQa5DKFbw3ZuyDrqezAF3EFa55Jm5SyZDhMHQdtmywoZS8c9yPod,[object Object],2025-05-20T15:44:15.000Z,36,8,14,85,319,244,Moonshot (Win),0.2,3.1499999999999995
334gZ5UpCFNB7579RuGsQKxZ3mszUgZG75tPyh8nW3HXG3f83yMUjPF14QDZ7gYfJoRJs3ghc9ME1Nr9y8auTwWs,[object Object],2025-05-20T15:44:15.000Z,36,8,13,33,365,203,Moonshot (Win),0.2,3.3499999999999996
3KroSZCDXZgtGUsTRGGLShy2bHt33cp1rBbqkGa72grtidazgPknaKWDTGvNvqSaJ149fPzYtSZbx1hruqNtFSqg,[object Object],2025-05-20T15:44:15.000Z,41,1,19,32,141,116,Skipped,0,3.3499999999999996
66ZYafvp5tLD8vxM9Djf69DrtiZXTfsaQFWuK9esq4av5k982pWNG4CcaELZcAK7WC5oSkJCm8RasbRsLqaXuw6i,[object Object],2025-05-20T15:44:15.000Z,31,2,14,82,453,57,Skipped,0,3.3499999999999996
4GncHW1DghV694iFWLuQTwfDdura2eqWemDtpRceJtCets6f4ebwzFPpXcxoUnyDNFn72j1T7qham1Rocbs9D2nE,[object Object],2025-05-20T15:44:15.000Z,74,8,25,46,187,192,Partial Exit (Win),0.05,3.3999999999999995
2KWyardEsTKmDVbbhp9eC4D8vaFNsj9F8k6fDvYWQn77Z1xgTtYFw2YEcJevQSL1mKtczN276ArWgxtrcxHohFti,[object Object],2025-05-20T15:44:15.000Z,10,0,25,31,432,1,Skipped,0,3.3999999999999995
3ZYTusVLbMM5yztGvx7KvzxhGGHRBf3bqmyBpPYcS4TBWfbGVP1YdwPhSuRDafUkokHi8PD4ZykbvwEHTxRFtGry,[object Object],2025-05-20T15:44:14.000Z,24,6,4,81,235,224,Moonshot (Win),0.2,3.5999999999999996
3XWzhENMxAQpZMhbWpYRTUAUiyKBrDJSQT9vsXoVoDwGLooTdLziHXjNmrC4qJMk2hdU5jRHUTzqL4LdQvd7bSGr,[object Object],2025-05-20T15:44:14.000Z,17,8,2,97,99,288,Partial Exit (Win),0.05,3.6499999999999995
3D2iDB4Dc5QBC7tXVkAL6o1V3todLqFiP4D3V9xQAp5ELN386yKuhpsRbdRLW669Q4BTkFNYN9LijeTndMRVNQfj,[object Object],2025-05-20T15:44:14.000Z,3,8,17,54,241,249,Moonshot (Win),0.2,3.8499999999999996
38SsM1vcD4yFsNP97ndrCoaRrCH1refsPtnFjwGQZyntbXenXY8acdDZGspdGhTtj9uM12RtucUKG5UgY8NLZozF,[object Object],2025-05-20T15:44:14.000Z,2,9,22,34,286,236,Moonshot (Win),0.2,4.05
578igzBtsyr15Dn5nGRwv7WyDGsnfdcTQayh4Q2Ko4Di5vsc4UeWddM7FhJbH2ca1qWypGxfgLspTh3SBJT8rGV2,[object Object],2025-05-20T15:44:14.000Z,39,9,21,64,241,107,Moonshot (Win),0.2,4.25
3aWFk8zBjXQr1p6WuK4Cs5jtk3bM7MQ9nJsmv7BLsAR1sfCXpSuFTSRabGULi3AfJwzHgiJNBPYZ5bA7MXBLpXGc,[object Object],2025-05-20T15:44:14.000Z,43,4,24,77,293,234,Skipped,0,4.25
3HXDDa97xWYsKSWmfW75dE6Vfs62vWfuLjrLZJgKPXvuRvXB5xKcdF7bwWzqUk1HCqE2Hn2UVBgtLBH4wcuRjhEn,[object Object],2025-05-20T15:44:14.000Z,21,2,10,62,137,240,Skipped,0,4.25
2AUV2jpnh9HAwQXJ2SQPWcKZQr5n1x8p3ArD6rS7CyQq5jqjVDUm1nTCGaVwCxTGssysTbZiJxgktghurRGDpUhz,[object Object],2025-05-20T15:44:14.000Z,21,0,4,58,38,216,Skipped,0,4.25
5Y2cpyQ5SfhLZ3YEPcDA7NNVXgJSgU7d4vPmeHhvjoFiPFtEVj4YX2HN5BjdTMzoV4wELfFQLnRwop4DpksmneoV,[object Object],2025-05-20T15:44:14.000Z,86,9,25,43,21,179,Partial Exit (Win),0.05,4.3
37KHxiXmdKG3Qd6QWfRzksieDFXenVc48o4C8Soe3Z3muEhxbofAWxcpDU2ox9DaLsKTVtYpSc4igb8xtUrSLc46,[object Object],2025-05-20T15:44:14.000Z,22,7,22,68,58,185,Partial Exit (Win),0.05,4.35
5bbWM8HCHDC4GJrBoTgco85XxwBNC49Kaasezn2uKKZckbwrcjwyHivKTwB2KayEJezmkPQD97xk9VvpB9Za4TkS,[object Object],2025-05-20T15:44:14.000Z,87,1,3,28,388,14,Skipped,0,4.35
55BL8NC7brp7y6eAe8pVnfiqVHCdQzwGsHb7FDdMtLMRPhZhE4yhhzZ7VC7hrSJxAjEkBXkkMvVP9kE2YD7AC2V2,[object Object],2025-05-20T15:44:14.000Z,33,8,17,27,249,109,Moonshot (Win),0.2,4.55
5xeoxQwm5iUMduaV4BaJaeaAPJKqyMJJjyrzNxtzQ7m7Gj3qMh1PSyatpivUDb8eiawhPV9sMXmLgxRvJyusYWNy,[object Object],2025-05-20T15:44:14.000Z,60,3,13,29,241,76,Skipped,0,4.55
TgkuHAFqqfDqhqpwKXZKXndbxK4ggJYvTYP6WZ2MkqShF8dpy8nYBAxpYpqr7Km7homXEbRxRajmiy5GRpwTbTF,[object Object],2025-05-20T15:44:14.000Z,54,5,10,99,21,139,Partial Exit (Win),0.05,4.6
51wszdUGoF6dHXFkSjsexM9KB7YdKRATvz1vA2n4igjVTsD8f3pU42W7pQ7qXNwZwfGnQvy48SyBCYHPtPv5TQiJ,[object Object],2025-05-20T15:44:14.000Z,32,1,9,73,459,230,Skipped,0,4.6
26sK4jngPyM7y37bFe2uDJi3a7DyFvWTq3Uqh5YAbyE48H8xwHcST6rnJqjXMtzaHVA3z3ebZaHJfhMeR7yBYMFL,[object Object],2025-05-20T15:44:14.000Z,80,8,4,12,498,285,Moonshot (Win),0.2,4.8
4aT6TYUQ6x2novDyfvb1RpwpYAps33yA5z1sac9FJWkxNYt2ACaeWud8rshxbjcKgTfcQaX7piLv7Tb8fUt7CKbH,[object Object],2025-05-20T15:44:14.000Z,5,6,0,24,374,190,Moonshot (Win),0.2,5
3UrgVqb1tMdddU23KFjqqsYK4N6Zzx3HkoxNUYASTjrchDQTAsfHCMe4bzkGgAMYxJzaMg1rKSUVk9zhEiguCkNe,[object Object],2025-05-20T15:44:14.000Z,78,2,3,88,49,239,Skipped,0,5
4edbRC2t6S5FfYw2atYKf1FnmGEsVNo9wk1GSfBZ1QX9U71A9Uw9NrWJP1S8MSL9zuFTRGgCW62UVs9wREuSbaSL,[object Object],2025-05-20T15:44:14.000Z,9,7,20,10,117,101,Partial Exit (Win),0.05,5.05
KafABYiqfxiret3w7dWGKLebmGawpZhRLpNg2qxs2N7cztj3hA9Ua88QCQ4ttvaGPBSUU4mqopGEyJ7zJyR8vw1,[object Object],2025-05-20T15:44:14.000Z,25,9,28,43,320,66,Moonshot (Win),0.2,5.25
5LTTPHouoksc7vSaPf5weaKGZiTtr4bfQKaRq1wxFWKv2wa4N7WPgKWKnXDLLXMSABC5i5UEjmFLR7zxfTTDNk6L,[object Object],2025-05-20T15:44:14.000Z,84,8,11,83,276,180,Moonshot (Win),0.2,5.45
47ZjzXzfgNu9bZJoPgAyNYudfPfzDzM35DZrpeo9FsYBoQFwiRJeY4XJTJgiiuyUybsPq1csW5TnBAzxW6knyprU,[object Object],2025-05-20T15:44:14.000Z,29,9,22,58,314,8,Partial Exit (Win),0.05,5.5
a4zxmAmYx3CC1fYoA6g3AWgL6KxqpidBPFxZ72zu5CTtGapYi5cE4ThQs4cxhfuPmGT1w2Kjpov1GRcwuk42k4M,[object Object],2025-05-20T15:44:14.000Z,52,9,11,35,275,129,Moonshot (Win),0.2,5.7
2NpbF2tt9UVbRP6LSJSzeAff9G5CQMNLJX3UECp1WC7gp84wSWusWG3N81pnzTcFvxNc7cye1ZBeud7MApmBwLaP,[object Object],2025-05-20T15:44:14.000Z,43,0,14,88,411,238,Skipped,0,5.7
4Q1Lw61oM1hsyPRkDFQ34e6NDhoATYr4i23b3uXQ7So1KhJGQFKfmqu2HMScCLjDBtwrFGHre2Qn3nTizv1hUAwE,[object Object],2025-05-20T15:44:14.000Z,76,1,8,29,68,258,Skipped,0,5.7
5nNd9WUFHAD5tCFvEYmFoJqtbsy7jjcwpg4K3VHjio8Hm5yA7444uGHKNekuPr4dUP5WBW8QhFr1LuiXhyYHnhm7,[object Object],2025-05-20T15:44:14.000Z,71,7,9,52,243,263,Moonshot (Win),0.2,5.9
5j7YVQCxb5DX7fmgaBMKS74HSCMCSaw7ANtHXdU7jxnPfG967RQ5NBnEaWpEzvAn8YYBk4vGNjd1imVszaYV9Jj7,[object Object],2025-05-20T15:44:14.000Z,42,9,4,87,20,176,Partial Exit (Win),0.05,5.95
yLLA55DbvRYSSWTHsipGCLSRtMPb3cjUjY3gFmTLpuwHQ2pKCb3Gsv2Zou5o9x11Qz7rQSXk1SRgBKcsUwY7orS,[object Object],2025-05-20T15:44:14.000Z,15,9,9,11,90,172,Partial Exit (Win),0.05,6
5TH2bU2papk7JyKiYEwsxNco37e4vGFKQynsMyLuHD55cmNfXZPjwGTgjEaZZApAGrBe4YvjE4xwzEHoAv9cvbze,[object Object],2025-05-20T15:44:14.000Z,60,4,20,59,493,180,Skipped,0,6
2LHByJt8r9Q57UzuRcDz9gR2LqhxkufkzYrqndvFEDFyXhPypbG4qHj2cCyycW5ToXdKdSahcN9ZsxM7CBA3BVWp,[object Object],2025-05-20T15:44:14.000Z,80,5,8,89,192,192,Partial Exit (Win),0.05,6.05
5HWEvshjsiad6cAZYZPTsxRtc6qYPJwU9tYusXexcuQFd63oKJzef82BXE5WaNqV8rMxuG79wgSo4yvSSpw8zP3i,[object Object],2025-05-20T15:44:14.000Z,72,9,10,65,246,187,Moonshot (Win),0.2,6.25
jJiLkGfWeXsvHa57FxNCDTTku36BePEAx6ojEZ67238ZsFyoQXuVmuHotkcYfNjSVUTX4KSW2ng4bRHH9kEpot1,[object Object],2025-05-20T15:44:14.000Z,36,1,17,4,420,14,Skipped,0,6.25
2TMFndqsoE9NjKPAAydxCENo5ugU5UvhmMwsXo6um1rS3APLzX1C3Kcnh9SLyDBkiKNyqCf7LsH5WXfEk352Gc21,[object Object],2025-05-20T15:44:13.000Z,50,7,3,17,201,151,Moonshot (Win),0.2,6.45
5PNqCMYAVsLYpcKQZacasmjXmmXdUixLhAKwNZgpKYXio1u45PZNiMp8Rf2z1KerAs56E7soVqHpRJwEBXJafxvp,[object Object],2025-05-20T15:44:13.000Z,85,2,16,0,188,107,Skipped,0,6.45
39rCXXwESWTDqXVdZVRvVRsZ9fWBwM9nQ1kvJvUoVq5uMfAUp9kNVc8CZZnzMyPXyjjx11DaUxEbAXsACVHk83RA,[object Object],2025-05-20T15:44:13.000Z,10,4,26,99,67,176,Skipped,0,6.45
eH7nRhbQovZ6Ht9aq9Yb2epod3WEnMKLM7pNwb6fPzQ1fNYSUqxcmMR4bhYtQEen3HzDEaE5fqZ8bdxzqiKPhMn,[object Object],2025-05-20T15:44:13.000Z,6,8,20,37,440,103,Moonshot (Win),0.2,6.65
4Fkv42iEsXebPRBxY3B2suxZSKYF5iKTSD1vHV2wSkGPb7BP3Q5F85aBwfwfbbKf2oEFCsrQNw3dzZyMNAzDfoiu,[object Object],2025-05-20T15:44:13.000Z,77,0,6,74,473,69,Skipped,0,6.65
ctvgM3o65pT5ssaSi2XuCWPa3EvhLwFETAMbaqTnyJtatUT5X81pBE4vZfkZ8emD5S8nuj3Z6wqvf8kzuNqqMEb,[object Object],2025-05-20T15:44:13.000Z,53,5,17,19,145,225,Partial Exit (Win),0.05,6.7
5SJ4XXH8bD1eRhgFryh6XDPheueHKapjfLb5GUDm9HmPFW685nGj89DVoKnwZnijpXs9ZaRcNvUAW8qPUkyUjQwP,[object Object],2025-05-20T15:44:13.000Z,64,9,10,15,296,257,Moonshot (Win),0.2,6.9
