Signature,CreatorWallet,LaunchTimestamp,InitialLiquidity,Buyers10s,Buyers30s,Buyers5m,MaxPriceAchievedPct,TimeAtMaxPriceSec,TradeResult,Profit_SOL,RunningTotal_SOL
3fy4H8Lx8FcwbyUbyFFMhAxroMKW9WAg5shMEDGtNQnJmNKS1w2XimUqqZT9To3KxS3KwyLLCiTiiwDb8LJxT4nC,[object Object],2025-05-19T22:17:06.000Z,8,9,26,61,17,209,Partial Exit (Win),0.05,0.6500000000000001
5greg1PKFNbjc2hP9JoQ4xiWVr3EYZQaa8F8DsoWAKChTV8C8aZt1gnFok8eD9i7yjWbyYVkk3CiJWmfRJwVhpig,[object Object],2025-05-19T22:17:06.000Z,19,5,1,54,293,275,Partial Exit (Win),0.05,0.7000000000000002
5UXhNAsXWEeq9UdnzmuoAdZg2t3ka8xdLZknjCrB3BHqv1gRhLWBmnmmwR7tZ9oZJEBNFgdEeRQAHpBDAVtdmgJu,[object Object],2025-05-19T22:17:06.000Z,85,4,5,6,484,194,Skipped,0,0.7000000000000002
4xaDsXEnzza7bMpkF5XywRCL3zQa9QfWh82Mk61NEwHxnuX4XDkgM3UVXJTEtbJyVPhhsR2NBVshut34FikqKg3b,[object Object],2025-05-19T22:17:06.000Z,75,4,0,3,171,55,Skipped,0,0.7000000000000002
48BDNoGZMnvqPCEDLrLwURPAwEYcL7nZaWYbP5sAT6yMFCtEwxYuFBSZ4PyEVdvEKDFWw595ktFGYz1C48Bjc92H,[object Object],2025-05-19T22:17:06.000Z,15,9,12,23,407,271,Moonshot (Win),0.2,0.9000000000000001
ykqQco7GjEyqEAAYHP4NfPgarG8JUYwj5A6FigM72niAG38fYcnF65EZxa8WJB4oPVXXnKNjU51nm9avpYMvDQ1,[object Object],2025-05-19T22:17:06.000Z,54,9,11,65,309,60,Moonshot (Win),0.2,1.1
3gzFc1LmQgDGs78idPhCHPn2teFHeoXPJFr8q4VxZoTsaTkXjbbWufnJE7vhM8BUnnHF8nQj1EmT3CNzpzaANyE5,[object Object],2025-05-19T22:17:06.000Z,34,4,7,95,139,249,Skipped,0,1.1
RSkn8cnFSVkPRWdTF5YRdYTErLUPfPkGQm37GHnphAmsH1yHXLRERUzw1LeCKT3GUL6Damfwc3zbmvkD2eaZqbi,[object Object],2025-05-19T22:17:06.000Z,90,0,16,29,182,93,Skipped,0,1.1
Pdpt12KqT8cc5qV7pvHMebYvXoNxhKUA1DfbSEGnJYyZmYLeJfKrdK7Za1VPH4Vwckehmp2uwnrRnhneurCUzzB,[object Object],2025-05-19T22:17:06.000Z,17,0,29,40,453,196,Skipped,0,1.1
CXnNqu6oH4h1xxvJPmt6pDGKb76GxJMGBDq4u4t8NdqMFzVPmAxGnvREmzcJ7xtxTBoaf4ftk777QeBBfeXopfT,[object Object],2025-05-19T22:17:06.000Z,24,5,25,42,169,74,Partial Exit (Win),0.05,1.1500000000000001
5RRmk5W5wYTmDwyDXZYyYmeyjgqHhjdE2gurjLauCV7ify5S5Y7atLz8J3k3FgkPy84nHU9XkGj61FVmeTKwWj5P,[object Object],2025-05-19T22:17:06.000Z,14,3,10,6,104,113,Skipped,0,1.1500000000000001
52FugCAz96bRehjesKnkL7yo69tvqJyncHBYUHoFVrCGP81v6VQ89MHUZLV6qoSZPyABdgACpe6Db3FPBehfX79L,[object Object],2025-05-19T22:17:06.000Z,33,7,11,67,299,263,Moonshot (Win),0.2,1.35
5Xc18RxQ6QtgREm3yKroRwcFENgqiQpv1qub1owCHYvxAkiPPKm8oveg26cjBExsftu8nQ8Acy32GtDdWoysyofD,[object Object],2025-05-19T22:17:06.000Z,71,9,25,4,272,62,Moonshot (Win),0.2,1.55
3k8LdXmMFx5HZhgnfPgV9uE7y5P333gbAhn1qMqnEbZTcbhJZH4i69DF9D7WAgb5d2CXisbriSBubuM4N7TCCMGk,[object Object],2025-05-19T22:17:06.000Z,19,7,25,22,239,118,Moonshot (Win),0.2,1.75
5FJ4cYHhJEoLafATuAmmzxLTfU3a6ApCZP87H18AtAJfxqWg9jtDyowGBYCbgwun481vt1yZuSBhr15doCUWYG3k,[object Object],2025-05-19T22:17:06.000Z,92,7,13,84,205,167,Moonshot (Win),0.2,1.95
yi2JTiiQwy94pEQqH7EycGNDjSkp8ptTaSUnWA6ZrsQdnDuqe8ayw4Xc6VqLQkPpNwStsFd1kSfZQDmpJTBLozD,[object Object],2025-05-19T22:17:06.000Z,2,6,13,68,486,65,Moonshot (Win),0.2,2.15
2eko4LS5qc7gEM4WjBb5AYLVU4fSKayBNCGg2yksi3nKQWh5v5w6BKfZXFJJhWSoo7t7qYgQFutMQBEYzr2WgE5C,[object Object],2025-05-19T22:17:06.000Z,15,0,5,85,422,81,Skipped,0,2.15
5z3vjBFnRzX2M4DKKNo5UE9CvTsAJBdchLfSr55v2i2MeXj3qJzpGa8Nm67GqGsSGPiGCLCVGQC1jv9tJPeXsVFP,[object Object],2025-05-19T22:17:06.000Z,79,9,3,39,17,35,Partial Exit (Win),0.05,2.1999999999999997
3tFmv8x5aYk8hb6xLTEADf8P6G1YDvJ39egDdz33juow5y9o7jbVVHyk3dkbwnwxVEqC6z2bbzWpQ9pfHRWjMKRv,[object Object],2025-05-19T22:17:06.000Z,93,9,22,81,20,189,Partial Exit (Win),0.05,2.2499999999999996
oGqdzzh1GRzgXzGqLLsjwGVfckTiU4doaB96NzW1atDmrd3ggHr7GdW3nbEgtNvacCAzSqmG1wsatZawKKscnQi,[object Object],2025-05-19T22:17:06.000Z,11,8,12,12,324,187,Moonshot (Win),0.2,2.4499999999999997
2CLnU8nLgrZpqtB2UmtQ4Z5kS7oHTLkLCTXnZpRzTN7wGLQsWDY4moypMKnWbz8ULEh6QzRa5LjTp8BH3csuQQzG,[object Object],2025-05-19T22:17:06.000Z,81,2,23,63,68,131,Skipped,0,2.4499999999999997
3wtDYAeCdWn1m1msrtUexLR86YX5eMPnACbbB1uMDowXgY6wvsVLCd88HhQst122CL5LpoeKJ3S3XLxXzgUCdcMY,[object Object],2025-05-19T22:17:06.000Z,77,4,25,41,303,109,Skipped,0,2.4499999999999997
5GNuHZ1eWuHivCr55TYXFsWb7VJqkyQYoYHV5xmN1eCRMeCNSFw1NFj1j7GeiDriBEk7G5J6WtQsQ6TtV6PXqQFz,[object Object],2025-05-19T22:17:06.000Z,35,2,7,9,63,30,Skipped,0,2.4499999999999997
5hr8of72WGnLeDtkqRsK9yEvwnaP4rwam4Y7gsbrdPiiykaZDcT9CEQtqqMXiiDfThN3qubsPspAmQns4UNEvjWR,[object Object],2025-05-19T22:17:06.000Z,91,6,24,38,223,49,Moonshot (Win),0.2,2.65
bqZKiZu6hxaLzV5ZrZQ6viUzgsMVYU3Jz5yxM2h3sBeyCQY3AbpokJQqS41fJ2TVktpJxVCZbBGEFKibr7e6C72,[object Object],2025-05-19T22:17:06.000Z,97,9,14,77,411,287,Moonshot (Win),0.2,2.85
3crBoXyJo9qLcKWcgyii4cu59qsMJZ898XKdfZLDm9ZwrqdsHnHm1uaeX8ztumEGmi67K46wrdbWkSLK79SrjPjm,[object Object],2025-05-19T22:17:06.000Z,77,9,6,54,152,141,Partial Exit (Win),0.05,2.9
9xGX3je3CP5sMkbu5rNwW3zYapj5A3dvTjkKB7jpwKXdyfRn7sAjf6GreVXL8Asvv2VVUSqENgfjGbFrpZUK7Zv,[object Object],2025-05-19T22:17:06.000Z,84,8,0,66,298,123,Partial Exit (Win),0.05,2.9499999999999997
5p4VhyR9tqdsfywT7KFBzpywBrks6d4Vx3YtZLPGTBKMKaaEche5A78o8r177LuvAL2qBEjgUq2riYPNBRfPH5J5,[object Object],2025-05-19T22:17:06.000Z,10,9,18,62,18,267,Partial Exit (Win),0.05,2.9999999999999996
5e7gzGbga7Nr8pdU6HYnDL6zQE6BXQLrVERpxHrSk67fddvkK131MKk7q1peY2howYtTqCm6tXj1vqG8mki2yZLA,[object Object],2025-05-19T22:17:06.000Z,65,4,8,97,278,73,Skipped,0,2.9999999999999996
4Kxn9b7rxERKG1ccB5ybyAr8t4uWGTSWWGiA4fx3jpaYGm6sG1h9KiatWTp3t3V676UKNqVaEfYSc4DyJDwf8fXg,[object Object],2025-05-19T22:17:06.000Z,10,8,10,85,84,198,Partial Exit (Win),0.05,3.0499999999999994
4RWBdnPWC7wFxp163WqwoNvKrL6WrE6pdz6KQno3VevYh1vuKYFnN42DchuuyZjc2ze2SU72UCsE1kUerhqtiZo3,[object Object],2025-05-19T22:17:06.000Z,31,9,10,18,291,160,Moonshot (Win),0.2,3.2499999999999996
2qQnnjNa1qjZ9uciGbSH4yqPGjzPAXPpYXtgXmFjcCaHe4HBDkR7NPuqKSdCEtJ4LtLKsApZx3uAoTodTzwh2aHa,[object Object],2025-05-19T22:17:06.000Z,21,6,9,88,439,278,Partial Exit (Win),0.05,3.2999999999999994
4LwZVshgjGtjZAWQfsB2Yvgsm7XpJ8ijCxcotV68Y9oYT517T13KTijqUyukHTkoxucLcUiXpAjw1UJF29C8vSFy,[object Object],2025-05-19T22:17:06.000Z,51,5,9,99,445,51,Partial Exit (Win),0.05,3.349999999999999
5YWYuPtmfQeiXR951MauegXDiwHD1BwrEb5KDzbtm9JdFEfj5srwwxT4QKrYxMg7hiuyVCRqYmKV6yEM1hXDFV2k,[object Object],2025-05-19T22:17:06.000Z,3,3,11,78,138,220,Skipped,0,3.349999999999999
5GPKRf65tkm3KRxgdMmPxDjcTggHfrxJvQc7a33QzDiwivmDJyXTH7Y1hvtATseS6evGff8aWBSnZFRBhzhP4T6c,[object Object],2025-05-19T22:17:06.000Z,87,0,8,2,391,251,Skipped,0,3.349999999999999
3rs8RruKxGPN7gUJeLCzPqWdzvBBPqFE8sEJ9tHrVd4fAfZnMzos4gxGpYwH5Kfmtt9Pwk7rCAi6FxFXEtG26nYy,[object Object],2025-05-19T22:17:06.000Z,29,0,26,64,249,294,Skipped,0,3.349999999999999
5tWm6n2WzS2KVmib5MTmizDpV8cEdc7wJBTxMGD1eigQMfuB2rqafmstKfxxuTLD9UKMi2QovZEk73K316SfJGgv,[object Object],2025-05-19T22:17:06.000Z,28,6,18,23,247,246,Moonshot (Win),0.2,3.5499999999999994
3LnR2LwqBpjXnfD2yaLkBPG1wZYNSgPPLghqifXzS3oZPqr5xomCGqEJGWUqPS6pnCCcKF7Z8DTnWeMnDYpLwmvP,[object Object],2025-05-19T22:17:06.000Z,42,4,2,52,29,279,Skipped,0,3.5499999999999994
2uP6mrdpcAVfBej6t9FUYmMMtY2h4rvr1r2vKJVk93itUajA6okQjBawTC1zpMaHUHyMVYLKaBuR7HgJwyNg76NM,[object Object],2025-05-19T22:17:06.000Z,6,3,25,9,389,225,Skipped,0,3.5499999999999994
HmWhmUAY5d2PUYzVonMHxuAAQMGfv6RxioBgCgivoV6apuLFsFCiWoWVuuf5Yy3ArW1UgV6up3wSKHyVywZwfa1,[object Object],2025-05-19T22:17:06.000Z,63,1,6,85,296,81,Skipped,0,3.5499999999999994
3b1xdJPaMN24tYb6Vqff4gMEQJiPDf5QPx5TziJSKwzKLGFujSEBkMXD4hXkg7RBfahdHpSN9FNynsGKgLJY8YD9,[object Object],2025-05-19T22:17:06.000Z,0,4,15,97,462,282,Skipped,0,3.5499999999999994
Wu9UZev5qFN4k5vC74b8vMJY9P5vxRDG7zzkxDYBK7suK5nqaAUUzWDXxeXCDNKK2N9kcKvQ2NPhD5HyQ9moumF,[object Object],2025-05-19T22:17:06.000Z,43,4,27,62,318,31,Skipped,0,3.5499999999999994
3xpczVHMsHGXkh35sfoVzbZWZXSHzBqRpf7RK5m2MV33KXea9avmDmdLmut1uPYbXjUZ4f9WxzyD65oAsfUfv8Jf,[object Object],2025-05-19T22:17:06.000Z,82,4,17,68,319,116,Skipped,0,3.5499999999999994
42vYz3eGNEzTF46Z5qYE5zd8seh8eNqYKwysQ7SS4qoMz5cL2exMxC2HjBM9c85BJkmtonDqoKH6and2PyGgWm3K,[object Object],2025-05-19T22:17:06.000Z,32,6,28,59,300,145,Moonshot (Win),0.2,3.7499999999999996
2sfBhTKpCBfdJ4mrn6Nnjj7sQS3TjZWMFdkEvLi3APk56HmifTYim9vYQn71RiKX1e3Q9kwjkPD3s7DK8QqCNkbB,[object Object],2025-05-19T22:17:06.000Z,7,5,15,15,212,199,Moonshot (Win),0.2,3.9499999999999997
QBTCwEnZChkw4EuoDmzYteH9P89PFkL5K2eV6wUrUbwXinxnwoyc5F48xhqEEtN6ZYtuUnYMYjwbviAFe81h2Tf,[object Object],2025-05-19T22:17:06.000Z,33,2,24,8,1,269,Skipped,0,3.9499999999999997
2CoMg75xN6KUA4FjvE7g7UazDH4mNxXPcP7EvPEBygu2kuN19URgGv9tUvT8riDc1WidZmjPpkndJTa4iNcoWYf8,[object Object],2025-05-19T22:17:06.000Z,55,4,0,70,271,283,Skipped,0,3.9499999999999997
4qxiD3EwfdUj8QM3C3zGPcU5Bnrf1ToguSFgAoZefzeGWEXpiTm6gMzku2XhcnyMNeu4ArpsKkFzbMYQ72hDUmGt,[object Object],2025-05-19T22:17:06.000Z,10,6,2,7,180,11,Partial Exit (Win),0.05,3.9999999999999996
2NbxrfGpnQ6Acrb6jCgTetpL6QQEjv2n3ogptRQpUXQvkARn3au6L6BNwfSzN33FqsQCEr4rdeXRVfC7npcgH9pr,[object Object],2025-05-19T22:17:06.000Z,52,4,19,99,359,21,Skipped,0,3.9999999999999996
5PMAaqGr8wSQfe4yMJrxtNFmdvs8RJ8jSuLi48tgu3hJ3XeKzhqhWCaniooCn2t1D73wdBTjEZxHtFQqeXV9ZJjU,[object Object],2025-05-19T22:17:06.000Z,42,2,14,26,19,83,Skipped,0,3.9999999999999996
33g12c9taHt8hYU1SCgS7zzrHCBJuTfDkbYZ3TkCurRUJC4B1kjHSFg8LauCN9MfLUPj4WPmvmdxGD59UQcswCN5,[object Object],2025-05-19T22:17:06.000Z,43,6,2,17,275,282,Partial Exit (Win),0.05,4.05
45DNAAXmeTFRcV1TASFUnt6xGCvUgVWuRXjtitUMmUnXnAG1Vr7TDsT3p8oqmoNmzYEWGsbeHB3ZZR6gBcQJ3KqR,[object Object],2025-05-19T22:17:06.000Z,38,6,27,48,352,227,Moonshot (Win),0.2,4.25
2erGxFekx6wshkeu3bM6cftZnbn14Lxw3DrAFCfbCwdn6wDAHmUgMUMUiBk9M7f4C1EvkghWNvz46DytVqz55BEo,[object Object],2025-05-19T22:17:06.000Z,70,5,29,13,321,216,Moonshot (Win),0.2,4.45
3kdvAd5HvxAarHtJkh7yz78JDsDZrttLqAamP9wR1AP2tqLufcYbCZYwt2hhAiKYdanqPCF7BpqTqt8U9yMQnVAL,[object Object],2025-05-19T22:17:06.000Z,11,0,0,83,67,194,Skipped,0,4.45
5ByXefKNsFqeYBzrvVnHYzQHi2t1PW2yvr8Zt1vuSNFGwfwZWFc7KgQbc8eYd8DEb1wQJZ6g2Re3kVmHj6L8riJr,[object Object],2025-05-19T22:17:06.000Z,21,9,16,82,439,298,Moonshot (Win),0.2,4.65
2qEAfiG2QY9dS1iU9zLbMidwn35feo45GZsq9ByNQkfsXF72s4fm7ysde7j59RAWpVS6D3Dp3H27oJhscnVb91nu,[object Object],2025-05-19T22:17:06.000Z,52,8,1,0,57,22,Partial Exit (Win),0.05,4.7
399WDU8bkdukDah6XCFfrLfXg3VZDHFf2GUSKbdtHxUoBnWdrc2zhPy8SBvnQCHxMr61fXGpmxiUnSgsnrJLMfcK,[object Object],2025-05-19T22:17:06.000Z,69,0,16,94,488,198,Skipped,0,4.7
ECtAN6JtEcSJZcYZwNWvreuLHR5vvb8WGFh7kYD5ePPg652wEwHivwLbJq3MSJjLWZvFPmzxJ8qAQE4RrUjfAmc,[object Object],2025-05-19T22:17:06.000Z,50,2,8,77,437,276,Skipped,0,4.7
2xAm5S6kXnzAuDbNkiubx8hjSFJ9FuLAdHV26gbv1DveHPHRgyeGumFjhQaDHXbM2QLsXRcjzwMrVCaTdiNFfFJ5,[object Object],2025-05-19T22:17:06.000Z,42,9,21,93,139,116,Partial Exit (Win),0.05,4.75
2etcQfw7PGJegLVUt3qYHxkuCLB7wSjtJiQnPriaaoLnBn4KbwmighAKNkFPCpYYyLJX4gLbR7bCqzP3ii1rV8yg,[object Object],2025-05-19T22:17:06.000Z,88,7,13,15,423,4,Moonshot (Win),0.2,4.95
2iqTVBwXXXj5tw26LKxqoWKTjGchJNem4P7ecqQBiFm5knKd1PBK5ZHHdKN3dWcMb4BTWRVq9JBS3hEFiR5k6qbP,[object Object],2025-05-19T22:17:06.000Z,7,0,13,14,477,298,Skipped,0,4.95
62sYv66am39eGEAyZy7YDxY2GpFfBe94n7LL1LoQ2zidFf6srXruenf4bmGqKcvsVvb2h5rh5DaYx7o1mjyJbiLK,[object Object],2025-05-19T22:17:06.000Z,12,0,3,71,169,253,Skipped,0,4.95
45eET9ac6H63xjQwzZinnt3WWBDdEKofbmCRBmzVaU32yZ5FWQx33drjTikzXpvEPiprnDkFXFfE4bxCaBq3aDmW,[object Object],2025-05-19T22:17:06.000Z,43,8,25,28,485,136,Moonshot (Win),0.2,5.15
mrcgFnA2MhZtk7ZKCVw1B3UPaZFFCMrXDZiw7JwyoxymjcgMZZpz1DPrbwSinQqESSjXoc2jye97VF6wU7e2Nqz,[object Object],2025-05-19T22:17:06.000Z,31,4,8,16,8,113,Skipped,0,5.15
oCBrss2httiwMUa5CtUHF1WxQVo78brNcE87UZShPgQhCr9ngsT9VCGDf8tuHZThpew88cbj1TVj6vG6Z8gnhzX,[object Object],2025-05-19T22:17:06.000Z,14,7,2,25,427,32,Partial Exit (Win),0.05,5.2
2L58HLWxDenjiCAdYS4pjYCFziazxhUWSUPBmdPms8P9umbdxyEc4WK7Ho4MoXZz6fusAKKLx8C7fe4ZAeF91SxH,[object Object],2025-05-19T22:17:06.000Z,45,0,14,90,362,256,Skipped,0,5.2
62XnpQoJLnhzK8hZ4h54Ud7jeFQgmQzSQ16UHcYzr7RdyGPMuxGdXtW1f5yAtZoaaaTjX3GrmetpcpJossenLcfV,[object Object],2025-05-19T22:17:06.000Z,6,9,25,84,360,175,Moonshot (Win),0.2,5.4
3gVUequUZ3yY4jGitTjeEwbkwYJFr3BB8Qo81WAUVWmttdjq4bNE5WKk3DPwDm9H87PVq6AwcGRPTJisT4s8awHz,[object Object],2025-05-19T22:17:06.000Z,69,8,8,72,54,19,Partial Exit (Win),0.05,5.45
39VwC95WCexQnGDRV7ygpr16cxYd7fjQxZH9bNrrYXXTFVK1ctb2DCxXRFLTVMZ8nGsVdyeJt7F7dynA9d3sNk6n,[object Object],2025-05-19T22:17:06.000Z,95,6,28,3,236,63,Moonshot (Win),0.2,5.65
4fR4QVe1Kz4VkznNvLWuX4EXvSG6hdKE5udR8sXfMYvNoMyo9MmyAL885an8thoeA944yDXm6Djsn3kSUyUyPcbU,[object Object],2025-05-19T22:17:06.000Z,85,4,23,98,205,222,Skipped,0,5.65
4SV6qTE8dXzTtDdY3LdM2VxjWoS7PmGCj8D9eRaLE1AsHbazK3mRPmfAXhawKdZqWkYZz2sSPFAbFbr8EcxsfiMC,[object Object],2025-05-19T22:17:06.000Z,99,2,22,43,83,194,Skipped,0,5.65
52FFNQDm1X7e6QmGv7xHjjtZzyh6AsKhFBbfUVS7aWPaC8BFS74UT8u3VcMm92GS9XZBHDbfSV5sTucfvdUHXEPp,[object Object],2025-05-19T22:17:06.000Z,65,1,19,55,205,199,Skipped,0,5.65
2T1fcXX4nJFgGekZdPnQu7Y1FjmhZWQirUNCxw4zTPuNFp1Kmobhx9oygXsB1Vu6C1HbZCN1RrZcxVTPC3dEGHvY,[object Object],2025-05-19T22:17:06.000Z,48,6,11,67,478,212,Moonshot (Win),0.2,5.8500000000000005
534F29jcbk6u8Pyp8VVY8Sji421vvC87iCzmuXAWjugv7LM3cLSQz72ozrQcFNP1jXUZW7rCerU5VoyeUg79UBSz,[object Object],2025-05-19T22:17:06.000Z,68,0,24,75,187,251,Skipped,0,5.8500000000000005
3U6bdMYuGrLhTsZoCFh1bkwBiQpYas7hvYxPkrXrR5GCXE92VSeS45VR9pS66bqunWLhht7W9ms4NUayaMeTCSxG,[object Object],2025-05-19T22:17:06.000Z,63,8,25,42,102,50,Partial Exit (Win),0.05,5.9
4QCDeGVV1QUdfSkXQN5QgYLdYWDJUMXk8PJML8LXuBnFpu8UCXYXuX7X1DWJUuS2QN3okZGUukVvAYbmMZUemiK,[object Object],2025-05-19T22:17:06.000Z,71,2,26,75,20,194,Skipped,0,5.9
4sp57CzMuqsbr1A9Ssy1ryu6YjgvPf2pqei95g2a6MpMcyJ8K5JZqY8Y4UfLGmqJZCjYHtMc6CDyRGBrRdQ12Pny,[object Object],2025-05-19T22:17:06.000Z,8,8,3,93,352,68,Partial Exit (Win),0.05,5.95
4Ee4tJTdUzCKbcrwybX6ZK6fYJ58sY98imsfcoQ5njDCDW55odVfE6Qk6KhES1r7B2aXoGaEFiZgDW1Nr1oMfFGx,[object Object],2025-05-19T22:17:06.000Z,16,7,21,69,162,86,Partial Exit (Win),0.05,6
5Tji96Gmj357zWnKah8Fwd2rbdUBxiZvYZQ1UyiaRFi6LQbM1Xsia7e8m9nzNBUWYn94hFEVJhPFzAK9JTvpoENu,[object Object],2025-05-19T22:17:06.000Z,79,6,6,23,261,232,Partial Exit (Win),0.05,6.05
2v6Vvwo9H5jytXZzpBxHaEEWv9sttNXRs4yKRkGvBWB1Z9x7TXU9cTNvH4FmwMeJGYWcXeiJMEB1P4euX2dr7pCm,[object Object],2025-05-19T22:17:06.000Z,81,4,11,51,405,287,Skipped,0,6.05
3qtE5zZ7fjypcmjKtJDq72kbkG2scQGTw53oQMbAJB6JsGMQ5SySBae6YZSyRw2qaagBwxEzpKNRLzNK6KJZfyMC,[object Object],2025-05-19T22:17:06.000Z,71,3,11,72,354,66,Skipped,0,6.05
4xW9j2VjPpDYcTShjJUrxUokLhtmDKZYMpA4NwhH5fAQYf6rHUuP3oRDwWEUTYQzXpg5YJjpXJeunbbASoUbjqWj,[object Object],2025-05-19T22:17:06.000Z,81,6,9,7,381,284,Partial Exit (Win),0.05,6.1
3Ue5ytyEzjw5eTuE4AXpsh1hLgUZWzZxaNLqmZXrBhDH9hnJZW4QTTVQ359pnLUCuHVgykgkpKaG8aqDvGj6nD7i,[object Object],2025-05-19T22:17:06.000Z,87,4,4,83,439,183,Skipped,0,6.1
4D1Dm2eRn8v6Z6Hb5f3zZrQteJiyhw4ozXyGEgvc5bDeULhwcyGbiH9Ltw6btkPqbxQWxMQdUmZcngM1AKrBfc5B,[object Object],2025-05-19T22:17:06.000Z,8,6,25,30,256,297,Moonshot (Win),0.2,6.3
5gGGvG1XNZhaCb1wyr6jUJz8FDmFM2MjFxS5QTxp3njBLXZHThjcRmyTyZwbtaosSeJsy2wEmuQV9PFxKVdnT7Sj,[object Object],2025-05-19T22:17:06.000Z,91,0,17,1,217,127,Skipped,0,6.3
2j1NmNPGpFSCwTVJPseXVySS6DqAKTcqdz4kZ2UxBsVgfnsG33T4wNCBG6v2WcpNnVCB6fhPu9Fjac9Ek3FnmUSg,[object Object],2025-05-19T22:17:06.000Z,74,0,22,45,418,115,Skipped,0,6.3
3zQ9bqxtVLnegyHsrgwMT7mHRWbTFBDujQJod69aA2MwoTa6W2RcohVDKNUDahYEgaQ8pLWVnuAuLo5AMGWgLsWZ,[object Object],2025-05-19T22:17:06.000Z,42,6,21,30,102,111,Partial Exit (Win),0.05,6.35
4Wgat3RAAEPRgAVoeb12vRUuTvzH3D6K9pZ8khdEwNvw1yasrM9LUneFkhd613drkBiyo2GxjkienesDYthV1G57,[object Object],2025-05-19T22:17:06.000Z,68,0,20,93,387,171,Skipped,0,6.35
zfaR58jdf1Ny2PuC1J67i3MvwSCt1CgbwEZYMAMM2PLH96fAmYJB3ey5AsMH2m9QYaMvVa2v4JvQhnHr8iEMTer,[object Object],2025-05-19T22:17:06.000Z,5,6,8,98,163,51,Partial Exit (Win),0.05,6.3999999999999995
